champion,build,c0_upper,c0_avg,c0_lower,c1_upper,c1_avg,c1_lower,c2_upper,c2_avg,c2_lower,c3_upper,c3_avg,c3_lower,c4_upper,c4_avg,c4_lower,c5_upper,c5_avg,c5_lower,c6_upper,c6_avg,c6_lower
Fizz,item_ap,0.04986,0.00453,0.0,0.26396,0.07488,0.0,0.0,0.0,0.0,1.14175,0.74596,0.35017167475391636,0.3079,0.06353,0.0,0.40277,0.10123,0,0.10218,0.00987,0.0
Galio,item_ap,0.0001,3e-05,0.0,0.33615,0.10909,0.0,0.0,0.0,0.0,1.1391,0.78832,0.43753900522748407,0.18574,0.02564,0.0,0.34688,0.07692,0,0.0,0.0,0.0
Galio,item_tank,0.01334,0.00175,0.0,0.84076,0.43527,0.029784133237766575,0.0,0.0,0.0,0.74808,0.36151,0.0,0.36674,0.08653,0.0,0.43468,0.11483,0,0.00145,0.00011,0.0
Gangplank,item_ad,0.0,0.0,0.0,0.26591,0.07373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4855,0.13898,0,1.15667,0.78729,0.4179060847540707
Garen,item_bruiser,0.0,0.0,0.0,0.00093,0.0001,0.0,0.92771,0.43394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36514,0.08511,0,0.97859,0.48086,0.0
Garen,item_tank,0.0,0.0,0.0,0.27865,0.0735,0.0,0.59354,0.19545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33227,0.07216,0,1.10604,0.65888,0.21171548061098167
Gnar,item_bruiser,0.0,0.0,0.0,0.2176,0.05561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218,0.03448,0.0,0.43574,0.11494,0,1.16645,0.79497,0.42348036602778566
Gnar,item_tank,0.0,0.0,0.0,0.40122,0.12292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66044,0.23077,0,1.09694,0.64631,0.19568639347380662
Gragas,item_ap,0.03178,0.00411,0.0,0.37517,0.14241,0.0,0.0,0.0,0.0,1.04024,0.6374,0.2345544286464623,0.31714,0.06666,0.0,0.50606,0.14924,0,0.00182,0.00018,0.0
Gragas,item_tank,0.01355,0.00456,0.0,0.98119,0.52774,0.07428054838394876,0.0,0.0,0.0,0.48205,0.17179,0.0,0.43086,0.11098,0.0,0.58012,0.18489,0,0.00012,4e-05,0.0
Graves,item_ad,0.0,0.0,0.0,0.05662,0.00391,0.0,0.0,0.0,2.1407000527803444e-169,0.0,0.0,0.0,0.4399,0.1175,0.0,0.46565,0.1295,0,1.18184,0.74909,0.31634105071498825
Gwen,item_ap,0.00121,0.00014,0.0,0.73863,0.3761,0.01356467256784405,0.0,0.0,0.0,0.81485,0.41845,0.02204861424114607,0.0,0.0,0.0,0.46064,0.12676,0,0.2817,0.07856,0.0
Hecarim,item_ad,0.0,0.0,0.0,0.31895,0.09326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87855,0.38094,0.0,0.26584,0.04762,0,0.9516,0.47817,0.0047455272283118966
Hecarim,item_bruiser,0.0,0.0,0.0,0.37093,0.1241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72967,0.27769,0.0,0.54284,0.16667,0,0.87879,0.43154,0.0
Hecarim,item_tank,0.0,0.0,0.0,0.51483,0.17792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70048,0.2571,0.0,0.43709,0.11429,0,0.91732,0.45069,0.0
Heimerdinger,item_ap,0.0027,0.00025,0.0,0.09953,0.01163,0.0,0.0,0.0,0.0,0.9443,0.44968,0.0,0.92787,0.43157,0.0,0.41609,0.10676,0,0.00195,0.00012,0.0
Illaoi,item_bruiser,0.0,0.0,0.0,6e-05,0.0,0.0,1.04841,0.55115,0.05390083471974394,0.0,0.0,0.0,0.1282,0.01432,0.0,0.28553,0.05556,0,0.86256,0.37896,0.0
Illaoi,item_tank,0.0,0.0,0.0,0.02215,0.00425,0.0,0.69415,0.24996,0.0,0.0,0.0,0.0,0.5163,0.14998,0.0,0.40779,0.1,0,1.00468,0.49581,0.0
Irelia,item_ad,0.0,0.0,0.0,0.69565,0.32206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38013,0.09134,0.0,0.45652,0.125,0,0.87379,0.4616,0.04940420136872964
Irelia,item_bruiser,0.0,0.0,0.0,0.79275,0.39665,0.0005372347834164959,0.0,0.0,0.0,0.0,0.0,0.0,0.31146,0.0645,0.0,0.60968,0.2043,0,0.70874,0.33455,0.0
Ivern,item_ap,0.43712,0.16195,0.0,0.67605,0.26758,0.0,0.0,0.0,0.0,0.49755,0.16659,0.0,0.83331,0.33333,0.0,0.27684,0.06921,0,0.00409,0.00135,0.0
Ivern,item_support,0.64567,0.26478,0.0,0.61741,0.24687,0.0,0.0,0.0,0.0,0.13197,0.01862,0.0,0.93536,0.43626,0.0,0.18579,0.02971,0,0.02796,0.00375,0.0
Janna,item_ap,0.68717,0.2856,0.0,0.23828,0.07123,0.0,0.0,0.0,0.0,0.49557,0.17377,0.0,0.89249,0.40285,0.0,0.30431,0.06656,0,0.0,0.0,0.0
Janna,item_support,0.97158,0.49705,0.022520130170193275,0.18291,0.04092,0.0,0.0,0.0,0.0,0.16758,0.02767,0.0,0.91544,0.42539,0.0,0.09061,0.00897,0,0.0,0.0,0.0
JarvanIV,item_ad,0.0,0.0,0.0,0.09566,0.01209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40654,0.10169,0,1.19832,0.88621,0.5741067195459559
JarvanIV,item_bruiser,0.0,0.0,0.0,0.19049,0.03917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27878,0.05333,0.0,0.4314,0.11333,0,1.18091,0.79417,0.40741597380776706
JarvanIV,item_tank,0.0,0.0,0.0,0.71055,0.30275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44468,0.11765,0.0,0.44468,0.11765,0,0.91461,0.46195,0.009299328694178044
Jax,item_ad,0.0,0.0,0.0,0.31208,0.09769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23874,0.04048,0.0,0.55882,0.17568,0,1.1043,0.68616,0.26801778008252436
Jax,item_bruiser,0.0,0.0,0.0,0.35723,0.12668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25006,0.04395,0.0,0.39908,0.0989,0,1.10511,0.73047,0.35582464503153327
Jayce,item_ad,0.0,0.0,0.0,0.17931,0.04322,0.0,0.06345,0.00358,0.0,0.0,0.0,0.0,0.53653,0.16485,0.0,0.40138,0.10036,0,1.12665,0.68798,0.24931954827305297
Jhin,item_ad,0.0,0.0,0.0,0.05348,0.00458,0.0,0.07162,0.00451,0.0,0.0,0.0,0.0,0.66633,0.23925,0.0,0.38809,0.09481,0,1.12982,0.65685,0.1838778173743843
Jinx,item_ad,0.0,0.0,0.0,0.01893,0.0015,0.0,0.07197,0.00456,0.0,0.0,0.0,0.0,0.60467,0.20254,0.0,0.43194,0.1139,0,1.144,0.67751,0.21102279926428397
Kaisa,item_ad,0.0,0.0,0.0,0.49306,0.1804,0.0,0.0,0.0,0.0,0.13997,0.02026,0.0,0.52288,0.15762,0.0,0.36143,0.08374,0,1.00807,0.55799,0.10790078624753457
Kaisa,item_ap,0.0006,6e-05,0.0,0.47285,0.15469,0.0,0.0,0.0,0.0,0.7538,0.31716,0.0,0.86823,0.38121,0.0,0.47267,0.1326,0,0.11714,0.01429,0.0
Kalista,item_ad,0.0,0.0,0.0,0.02897,0.00397,0.0,0.17049,0.02234,0.0,0.0,0.0,0.0,0.99819,0.497,0.0,0.46407,0.12849,0,0.82219,0.3482,0.0
Karma,item_ap,0.17868,0.03112,0.0,0.12007,0.02678,0.0,0.0,0.0,0.0,1.01212,0.53167,0.05122238450029276,0.74637,0.29188,0.0,0.4372,0.11853,0,0.00017,1e-05,0.0
Karma,item_support,0.53022,0.19235,0.0,0.35614,0.11789,0.0,0.0,0.0,0.0,0.46525,0.16038,0.0,1.00172,0.49932,0.0,0.17241,0.03003,0,0.00012,3e-05,0.0
Karthus,item_ap,0.00058,3e-05,0.0,0.0342,0.00283,0.0,0.0,0.0,0.0,1.1816,0.75023,0.31885421930467284,0.42585,0.11111,0.0,0.47891,0.1358,0,0.0,0.0,0.0
Kassadin,item_ap,0.00347,0.00038,0.0,0.22324,0.04427,0.0,0.0,0.0,0.0,1.16462,0.73369,0.3027652354541976,0.37914,0.09089,0.0,0.46868,0.13068,0,0.0013,0.0001,0.0
Katarina,item_ap,0.05196,0.00318,0.0,0.28747,0.07307,0.0,0.0,0.0,0.0,1.16843,0.78677,0.40511416268515493,0.22734,0.03734,0.0,0.39949,0.09955,0,0.00084,8e-05,0.0
Katarina,item_bruiser,0.0,0.0,0.0,1.1501,0.72274,0.2953825903702618,0.0,0.0,0.0,0.24166,0.04459,0.0,0.40788,0.10204,0.0,0.40788,0.10204,0,0.13126,0.02858,0.0
Kayle,item_ad,0.00109,0.0001,0.0,0.8934,0.472,0.05060483743537453,0.0,0.0,0.0,0.08443,0.0099,0.0,0.35923,0.08276,0.0,0.48395,0.13793,0,0.67261,0.29731,0.0
Kayle,item_ap,0.10978,0.01441,0.0,1.0237,0.61749,0.21128615184652166,0.0,0.0,0.0,0.45625,0.16718,0.0,0.2257,0.03684,0.0,0.47218,0.13318,0,0.15189,0.03089,0.0
Kayn,item_ad,0.0,0.0,0.0,0.02226,0.00387,0.0,0.41254,0.10465,0.0,0.0,0.0,0.0,0.25831,0.04651,0.0,0.43872,0.11628,0,1.17192,0.72869,0.28546304326539285
Kayn,item_bruiser,0.0,0.0,0.0,0.00665,0.00112,0.0,1.10707,0.6192,0.13133125475391094,0.0,0.0,0.0,0.11512,0.01087,0.0,0.11513,0.01087,0,0.83844,0.35794,0.0
Kennen,item_ap,0.00092,0.00014,0.0,0.08263,0.0184,0.0,0.0,0.0,0.0,1.18269,0.88261,0.582539709456996,0.14872,0.01744,0.0,0.35562,0.08139,0,0.00025,2e-05,0.0
Khazix,item_ad,0.0,0.0,0.0,0.01932,0.00117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22732,0.03739,0.0,0.46132,0.12734,0,1.20558,0.83409,0.4626114746802741
Kindred,item_ad,0.0,0.0,0.0,0.18168,0.03966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46407,0.12857,0.0,0.41174,0.10476,0,1.15282,0.72702,0.301208155375738
Kled,item_bruiser,0.0,0.0,0.0,0.15192,0.02064,0.0,1.08,0.58306,0.0861252016141133,0.0,0.0,0.0,0.14579,0.01669,0.0,0.31824,0.0667,0,0.77665,0.31291,0.0
KogMaw,item_ad,0.0,0.0,0.0,1.02577,0.59241,0.15905974660968197,0.0,0.0,0.0,0.05242,0.00884,0.0,0.0,0.0,0.0,0.47131,0.13198,0,0.65118,0.26677,0.0
KogMaw,item_ap,0.0,0.0,0.0,0.22088,0.04801,0.0,0.0,0.0,0.0,1.18533,0.83531,0.4852967902246903,0.09962,0.00833,0.0,0.42044,0.10833,0,4e-05,1e-05,0.0
Leblanc,item_ap,0.04896,0.00325,0.0,0.12219,0.01768,0.0,0.0,0.0,0.0,1.17819,0.75533,0.3324724036885063,0.42273,0.11013,0.0,0.43012,0.11351,0,0.00199,0.0001,0.0
LeeSin,item_ad,0.0,0.0,0.0,0.34462,0.09991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20494,0.03093,0.0,0.53801,0.16495,0,1.12787,0.70422,0.28056197116393744
LeeSin,item_bruiser,0.0,0.0,0.0,0.4983,0.2055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32789,0.07085,0.0,0.45003,0.12205,0,1.00462,0.6016,0.19859121821260817
Leona,item_tank,0.15388,0.03014,0.0,1.10606,0.67692,0.24776917969969525,0.0,0.0,0.0,0.1766,0.04554,0.0,0.41726,0.10737,0.0,0.47041,0.13529,0,0.05017,0.00474,0.0
Lillia,item_ap,0.0,0.0,0.0,0.13534,0.0355,0.0,0.0,0.0,0.0,1.17255,0.83842,0.5042783765002012,0.0,0.0,0.0,0.45876,0.12609,0,0.0,0.0,0.0
Lissandra,item_ap,0.00226,0.00027,0.0,0.05339,0.01191,0.0,0.0,0.0,0.0,1.18765,0.79821,0.40875737360397363,0.2724,0.05128,0.0,0.48425,0.13832,0,0.00014,1e-05,0.0
Lucian,item_ad,0.0407,0.00196,0.0,0.07375,0.01219,0.0,0.0,0.0,0.0,0.01459,0.0007,0.0,0.67963,0.24778,0.0,0.41163,0.10519,0,1.10633,0.63219,0.15805390749304116
Lulu,item_ap,0.35851,0.09645,0.0,0.51789,0.18921,0.0,0.0,0.0,0.0,0.49521,0.17304,0.0,0.99202,0.48648,0.0,0.27468,0.05127,0,0.02487,0.00356,0.0
Lulu,item_support,0.86823,0.41858,0.0,0.33506,0.10147,0.0,0.0,0.0,0.0,0.10012,0.01315,0.0,0.95335,0.45869,0.0,0.08286,0.00761,0,0.00496,0.0005,0.0
Lux,item_ap,0.0864,0.01235,0.0,0.08851,0.01547,0.0,0.0,0.0,0.0,1.0566,0.57529,0.093967356316987,0.71311,0.2695,0.0,0.45645,0.12739,0,8e-05,0.0,0.0
Malphite,item_ap,0.06509,0.0057,0.0,0.32987,0.10781,0.0,0.0,0.0,0.0,1.10238,0.69531,0.28822997442829634,0.27659,0.05276,0.0,0.47997,0.13683,0,0.02473,0.0016,0.0
Malphite,item_tank,0.01489,0.00272,0.0,0.99416,0.59378,0.19340884439055983,0.0,0.0,0.0,0.45717,0.18582,0.0,0.41395,0.1052,0.0,0.41195,0.10469,0,0.06914,0.0078,0.0
Malzahar,item_ap,0.00073,7e-05,0.0,0.00873,0.00135,0.0,0.0,0.0,0.0,1.08766,0.59804,0.10842613527278772,0.7027,0.26224,0.0,0.48407,0.13828,0,0.00012,1e-05,0.0
Maokai,item_ap,0.08448,0.01158,0.0,0.37009,0.12899,0.0,0.0,0.0,0.0,0.99338,0.55747,0.12155966370802201,0.53799,0.16637,0.0,0.47453,0.13559,0,0.0,0.0,0.0
Maokai,item_tank,0.06523,0.0125,0.0,0.94046,0.5141,0.08773554896203034,0.0,0.0,0.0,0.60464,0.25423,0.0,0.43755,0.116,0.0,0.40405,0.10317,0,1e-05,0.0,0.0
MasterYi,item_ad,0.0,0.0,0.0,4e-05,0.0,0.0,1.1205,0.64046,0.16041538901608499,0.0,0.0,0.0,0.0,0.0,0.0,0.25404,0.04577,0,0.7784,0.31377,0.0
MissFortune,item_ad,0.0,0.0,0.0,0.24652,0.04974,0.0,0.0,0.0,0.0,0.02786,0.00149,0.0,0.35815,0.08254,0.0,0.49973,0.14603,0,1.16095,0.7202,0.2794528935231876
MissFortune,item_ap,0.0,0.0,0.0,1.03792,0.58084,0.12377242384567066,0.0,0.0,0.0,0.22471,0.06275,0.0,0.56225,0.17838,0.0,0.54206,0.16757,0,0.08906,0.01046,0.0
MonkeyKing,item_ad,0.0,0.0,0.0,0.25819,0.08022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33658,0.07312,0.0,0.55168,0.17073,0,1.1008,0.67593,0.25105668896637195
MonkeyKing,item_bruiser,1e-05,0.0,0.0,0.39661,0.15253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28937,0.05698,0.0,0.4662,0.12953,0,1.0545,0.66095,0.26739410781269707
Mordekaiser,item_ap,0.00775,0.00049,0.0,0.5616,0.24507,0.0,0.0,0.0,0.0,1.00856,0.61715,0.22573872693032904,0.13476,0.0146,0.0,0.43854,0.11679,0,0.07232,0.0059,0.0
Mordekaiser,item_tank,0.00364,0.00067,0.0,0.72199,0.34451,0.0,0.0,0.0,0.0,0.85872,0.45304,0.047364923215302,0.1976,0.02857,0.0,0.55315,0.17122,0,0.01153,0.00199,0.0
Morgana,item_ap,0.10961,0.01712,0.0,0.19452,0.05505,0.0,0.0,0.0,0.0,1.09445,0.65969,0.22493119414195817,0.52683,0.16025,0.0,0.41317,0.10784,0,0.0013,6e-05,0.0
Nami,item_ap,0.78687,0.35766,0.0,0.21077,0.06793,0.0,0.0,0.0,0.0,0.30918,0.08835,0.0,0.96565,0.46549,0.0,0.16327,0.02041,0,0.00126,0.00016,0.0
Nami,item_support,0.87099,0.40955,0.0,0.37311,0.11245,0.0,0.0,0.0,0.0,0.16945,0.03389,0.0,0.9193,0.42974,0.0,0.12738,0.01396,0,0.00546,0.00041,0.0
Nasus,item_ap,0.05522,0.00688,0.0,0.55588,0.19809,0.0,0.0,0.0,0.0,0.94047,0.46869,0.0,0.62105,0.21309,0.0,0.40305,0.1,0,0.10685,0.01325,0.0
Nasus,item_bruiser,0.0,0.0,0.0,0.88428,0.47267,0.06104800890803608,0.0,0.0,0.0,0.0,0.0,0.0,0.34861,0.07691,0.0,0.52179,0.15385,0,0.65317,0.29658,0.0
Nasus,item_tank,4e-05,0.0,0.0,0.91446,0.4854,0.056331582775434375,0.0,0.0,0.0,0.09455,0.00853,0.0,0.5603,0.17698,0.0,0.45482,0.12389,0,0.51785,0.2052,0.0
Nautilus,item_tank,0.08714,0.01216,0.0,1.09187,0.6615,0.23113956021718013,0.0,0.0,0.0,0.237,0.06915,0.0,0.46066,0.12709,0.0,0.46515,0.12973,0,0.00211,0.00036,0.0
Neeko,item_ap,0.0077,0.00084,0.0,0.11765,0.02345,0.0,0.0,0.0,0.0,1.18696,0.82635,0.46575088944600657,0.10949,0.00999,0.0,0.48623,0.13925,0,0.00171,0.00012,0.0
Nidalee,item_ap,0.01008,0.00073,0.0,0.16226,0.03342,0.0,0.0,0.0,0.0,1.01393,0.53073,0.04753038981662361,0.75748,0.29923,0.0,0.47839,0.13589,0,0.0,0.0,0.0
Nocturne,item_ad,0.0,0.0,0.0,0.00898,0.00165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40527,0.10137,0.0,0.49953,0.14493,0,1.18508,0.75205,0.3190209083844109
Nocturne,item_bruiser,0.0,0.0,0.0,0.22602,0.04047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34859,0.07691,0.0,0.34867,0.07692,0,1.20173,0.8057,0.40967852270053084
Nunu,item_ap,0.05947,0.00593,0.0,0.44712,0.16384,0.0,0.0,0.0,0.0,1.02847,0.59982,0.1711683710002571,0.38329,0.09243,0.0,0.48126,0.13795,0,0.00026,3e-05,0.0
Nunu,item_tank,0.02469,0.00445,0.0,0.9786,0.53517,0.09173111314060733,0.0,0.0,0.0,0.3265,0.11149,0.0,0.69671,0.2556,0.0,0.38689,0.09301,0,0.0019,0.00029,0.0
Olaf,item_bruiser,0.0,0.0,0.0,0.0,0.0,0.0,0.97778,0.48039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11612,0.0138,0,1.00694,0.50581,0.004675381042683391
Olaf,item_tank,0.0,0.0,0.0,8e-05,3e-05,0.0,0.47855,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47855,0.125,0,1.21286,0.74997,0.28707905679111695
Orianna,item_ap,0.07837,0.00784,0.0,0.06064,0.01244,0.0,0.0,0.0,0.0,1.03191,0.54256,0.05321071347947942,0.73886,0.28617,0.0,0.50889,0.15099,0,3e-05,0.0,0.0
Ornn,item_tank,0.01229,0.00124,0.0,1.14009,0.69101,0.2419291684736476,0.0,0.0,0.0,0.05129,0.00935,0.0,0.55972,0.17687,0.0,0.43624,0.11557,0,0.03664,0.00597,0.0
Pantheon,item_ad,0.0,0.0,0.0,0.01488,0.00204,0.0,0.17846,0.02424,0.0,0.0,0.0,0.0,0.2813,0.05434,0.0,0.43533,0.11515,0,1.1996,0.80423,0.4088598763978583
Pantheon,item_bruiser,0.0,0.0,0.0,0.1001,0.01063,0.0,0.0,0.0,3.006507235970319e-286,0.0,0.0,0.0,0.2009,0.02992,0.0,0.4466,0.12,0,1.20474,0.83945,0.47416636950162433
Poppy,item_tank,1e-05,0.0,0.0,0.93424,0.5178,0.1013670859095882,0.0,0.0,0.0,0.0,0.0,0.0,0.34979,0.07895,0.0,0.55746,0.17544,0,0.54244,0.22781,0.0
Pyke,item_ad,0.0,0.0,0.0,0.0,0.0,0.0,1.16512,0.71729,0.2694519357993737,0.0,0.0,0.0,0.0,0.0,0.0,0.26167,0.04807,0,0.65601,0.23464,0.0
Qiyana,item_ad,0.0,0.0,0.0,0.07843,0.00577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20751,0.03174,0.0,0.51481,0.15344,0,1.20252,0.80905,0.41557853640968206
Quinn,item_ad,0.0,0.0,0.0,0.01027,0.00075,0.0,0.97618,0.47651,0.0,0.0,0.0,0.0,0.31967,0.06848,0.0,0.36798,0.08642,0,0.84854,0.36784,0.0
Rakan,item_ap,0.23556,0.07166,0.0,0.59,0.30102,0.012044569217971535,0.0,0.0,0.0,0.84461,0.48443,0.12424819346098831,0.25191,0.04346,0.0,0.38972,0.09939,0,0.00017,4e-05,0.0
Rakan,item_support,0.46915,0.21518,0.0,0.92142,0.55706,0.19268739962475068,0.0,0.0,0.0,0.21001,0.07094,0.0,0.29304,0.05767,0.0,0.34567,0.09501,0,0.02871,0.00413,0.0
Rakan,item_tank,0.37955,0.1267,0.0,1.06528,0.67861,0.2919349377922073,0.0,0.0,0.0,0.14143,0.0457,0.0,0.38072,0.09089,0.0,0.2749,0.05761,0,0.00202,0.00049,0.0
Rammus,item_tank,0.09096,0.01521,0.0,0.97689,0.55015,0.1234148832459363,0.0,0.0,0.0,0.4196,0.15732,0.0,0.50679,0.14891,0.0,0.4559,0.12774,0,0.00454,0.00067,0.0
RekSai,item_ad,0.0,0.0,0.0,0.0,0.0,0.0,1.17477,0.70541,0.23605668937048918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.76394,0.29459,0.0
RekSai,item_bruiser,0.0,0.0,0.0,0.0,0.0,0.0,1.14932,0.66644,0.1835585221968794,0.0,0.0,0.0,0.0,0.0,0.0,0.26584,0.04762,0,0.7487,0.28594,0.0
Rell,item_tank,0.06939,0.01849,0.0,0.96852,0.5588,0.1490685495655339,0.0,0.0,0.0,0.42619,0.16357,0.0,0.46695,0.12938,0.0,0.46644,0.12924,0,0.00359,0.00052,0.0
Renekton,item_bruiser,0.0,0.0,0.0,0.16639,0.03607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31018,0.06423,0.0,0.32989,0.07143,0,1.18207,0.82827,0.47446678372994
Rengar,item_ad,0.0,0.0,0.0,0.11269,0.01445,0.0,0.0,0.0,0.0,0.0048,0.00044,0.0,0.23893,0.04068,0.0,0.4736,0.13265,0,1.19898,0.81177,0.4245594051529526
