,champion,build,C0,C1,C2,C3,C4,C5,C6,C7,C8
142,Rell,item_tank,0.06684491978609626,0.13903743315508021,0.013368983957219251,0.0,0.6737967914438503,0.10160427807486631,0.00267379679144385,0.00267379679144385,0.0
143,Renekton,item_bruiser,0.08139534883720931,0.06782945736434108,0.0,0.013565891472868217,0.04263565891472868,0.0,0.0,0.7829457364341085,0.011627906976744186
144,Renekton,item_tank,0.18181818181818182,0.05194805194805195,0.0,0.025974025974025976,0.11688311688311688,0.0,0.0,0.6103896103896104,0.012987012987012988
145,Rengar,item_ad,0.32432432432432434,0.07432432432432433,0.0,0.2533783783783784,0.006756756756756757,0.0,0.0,0.1554054054054054,0.1858108108108108
146,Rengar,item_bruiser,0.10101010101010101,0.06060606060606061,0.0,0.04040404040404041,0.010101010101010102,0.0,0.0,0.7373737373737373,0.050505050505050504
147,Riven,item_bruiser,0.22317596566523606,0.06294706723891273,0.0,0.07010014306151645,0.09585121602288985,0.002861230329041488,0.0,0.4248927038626609,0.12017167381974249
148,Rumble,item_ap,0.1468189233278956,0.08156606851549755,0.1859706362153344,0.0,0.04567699836867863,0.0032626427406199023,0.5301794453507341,0.0065252854812398045,0.0
149,Ryze,item_ap,0.14789422135161606,0.07541625857002938,0.2683643486777669,0.0009794319294809011,0.04505386875612145,0.005876591576885406,0.4476003917727718,0.005876591576885406,0.002938295788442703
150,Samira,item_ad,0.19978165938864628,0.07423580786026202,0.0,0.40502183406113534,0.0,0.0,0.0,0.04912663755458515,0.2718340611353712
151,Sejuani,item_tank,0.10227272727272728,0.09848484848484848,0.007575757575757576,0.0,0.5265151515151515,0.022727272727272728,0.003787878787878788,0.22348484848484848,0.015151515151515152
152,Senna,item_ad,0.048270893371757925,0.08285302593659942,0.002161383285302594,0.15994236311239193,0.025936599423631124,0.15922190201729106,0.0,0.03818443804034582,0.4834293948126801
153,Seraphine,item_ap,0.034023668639053255,0.09911242603550297,0.5044378698224852,0.0,0.03698224852071006,0.23668639053254437,0.08431952662721894,0.0014792899408284023,0.0029585798816568047
154,Seraphine,item_support,0.011538461538461539,0.07692307692307693,0.11538461538461539,0.0,0.057692307692307696,0.7307692307692307,0.007692307692307693,0.0,0.0
155,Sett,item_bruiser,0.08259212198221093,0.07115628970775095,0.0,0.04193138500635324,0.05590851334180432,0.0012706480304955528,0.0,0.7344345616264295,0.012706480304955527
156,Sett,item_tank,0.08900523560209424,0.04712041884816754,0.0,0.015706806282722512,0.14659685863874344,0.0,0.0,0.6963350785340314,0.005235602094240838
157,Shaco,item_ad,0.5489130434782609,0.06521739130434782,0.07065217391304347,0.06521739130434782,0.010869565217391304,0.02717391304347826,0.07065217391304347,0.010869565217391304,0.13043478260869565
158,Shaco,item_ap,0.1437308868501529,0.07492354740061162,0.555045871559633,0.0,0.01529051987767584,0.00764525993883792,0.20336391437308868,0.0,0.0
159,Shen,item_tank,0.14165261382799327,0.07082630691399663,0.013490725126475547,0.003372681281618887,0.5682967959527825,0.05733558178752108,0.011804384485666104,0.11467116357504216,0.01854974704890388
160,Shyvana,item_ap,0.2830188679245283,0.050314465408805034,0.09014675052410902,0.006289308176100629,0.014675052410901468,0.0,0.5094339622641509,0.03563941299790356,0.010482180293501049
161,Singed,item_ap,0.1011764705882353,0.07764705882352942,0.047058823529411764,0.0,0.5341176470588235,0.002352941176470588,0.16470588235294117,0.07294117647058823,0.0
162,Singed,item_tank,0.07058823529411765,0.08235294117647059,0.03529411764705882,0.0,0.7,0.0058823529411764705,0.052941176470588235,0.052941176470588235,0.0
163,Sion,item_ad,0.2265625,0.0859375,0.0078125,0.09375,0.1484375,0.0,0.0,0.40625,0.03125
