,champion,build,C0,C1,C2,C3,C4,C5,C6,C7,C8
164,Sion,item_tank,0.024489795918367346,0.07755102040816327,0.0,0.006122448979591836,0.33877551020408164,0.004081632653061225,0.0,0.536734693877551,0.012244897959183673
165,Sivir,item_ad,0.05799055967633176,0.06877950101146325,0.0,0.17869184086311532,0.0006743088334457181,0.006743088334457181,0.0,0.004045853000674309,0.6830748482805125
166,Skarner,item_tank,0.2620689655172414,0.07586206896551724,0.034482758620689655,0.0,0.5103448275862069,0.06206896551724138,0.0,0.041379310344827586,0.013793103448275862
167,Sona,item_ap,0.0663265306122449,0.08163265306122448,0.03316326530612245,0.0,0.0663265306122449,0.7423469387755102,0.00510204081632653,0.002551020408163265,0.002551020408163265
168,Sona,item_support,0.013647642679900745,0.08312655086848635,0.0,0.0,0.03970223325062035,0.8622828784119106,0.0,0.0012406947890818859,0.0
169,Soraka,item_ap,0.005813953488372093,0.05232558139534884,0.029069767441860465,0.0,0.03488372093023256,0.8662790697674418,0.011627906976744186,0.0,0.0
170,Soraka,item_support,0.0,0.07006369426751592,0.0,0.0,0.014331210191082803,0.9156050955414012,0.0,0.0,0.0
171,Soraka,item_tank,0.0019801980198019802,0.07722772277227723,0.0019801980198019802,0.0,0.03762376237623762,0.8792079207920792,0.0,0.0019801980198019802,0.0
172,Swain,item_ap,0.025435073627844713,0.07898259705488621,0.04417670682730924,0.0013386880856760374,0.38018741633199465,0.012048192771084338,0.2677376171352075,0.19009370816599733,0.0
173,Sylas,item_ap,0.13557046979865772,0.06442953020134229,0.0174496644295302,0.0,0.374496644295302,0.0013422818791946308,0.16241610738255033,0.24295302013422818,0.0013422818791946308
174,Syndra,item_ap,0.07430340557275542,0.07636738906088751,0.5459236326109391,0.0,0.018575851393188854,0.006191950464396285,0.2776057791537668,0.0,0.0010319917440660474
175,TahmKench,item_tank,0.0073937153419593345,0.09057301293900184,0.0018484288354898336,0.0,0.4510166358595194,0.011090573012939002,0.0166358595194085,0.4214417744916821,0.0
176,Taliyah,item_ap,0.10354223433242507,0.08174386920980926,0.33787465940054495,0.0,0.02997275204359673,0.013623978201634877,0.4332425068119891,0.0,0.0
177,Talon,item_ad,0.2722063037249284,0.08022922636103152,0.0,0.2177650429799427,0.0,0.0,0.0,0.08595988538681948,0.3438395415472779
178,Talon,item_bruiser,0.09401709401709402,0.05982905982905983,0.0,0.11965811965811966,0.0,0.0,0.0,0.5384615384615384,0.18803418803418803
179,Taric,item_tank,0.006644518272425249,0.07641196013289037,0.0,0.0,0.46511627906976744,0.4119601328903654,0.0,0.03986710963455149,0.0
180,Teemo,item_ap,0.14412955465587043,0.09635627530364373,0.5149797570850202,0.0,0.02834008097165992,0.009716599190283401,0.20323886639676114,0.0008097165991902834,0.0024291497975708503
181,Thresh,item_ad,0.47368421052631576,0.08552631578947369,0.11842105263157894,0.013157894736842105,0.07894736842105263,0.019736842105263157,0.05263157894736842,0.013157894736842105,0.14473684210526316
182,Thresh,item_tank,0.08148148148148149,0.07736625514403292,0.05102880658436214,0.0,0.6016460905349794,0.17366255144032922,0.0032921810699588477,0.009876543209876543,0.0016460905349794238
183,Tristana,item_ad,0.215962441314554,0.07176391683433937,0.0,0.266934942991281,0.002012072434607646,0.004024144869215292,0.0,0.01676727028839705,0.4225352112676056
184,Trundle,item_bruiser,0.005714285714285714,0.08571428571428572,0.0,0.0,0.10285714285714286,0.005714285714285714,0.0,0.8,0.0
185,Trundle,item_tank,0.004878048780487805,0.09268292682926829,0.0,0.0,0.23414634146341465,0.00975609756097561,0.0,0.6585365853658537,0.0
186,Tryndamere,item_ad,0.22773972602739725,0.07534246575342465,0.0,0.1952054794520548,0.018835616438356163,0.005136986301369863,0.0,0.2928082191780822,0.18493150684931506
187,TwistedFate,item_ad,0.30196078431372547,0.08235294117647059,0.22745098039215686,0.054901960784313725,0.07450980392156863,0.011764705882352941,0.07058823529411765,0.00392156862745098,0.17254901960784313
188,TwistedFate,item_ap,0.10754716981132076,0.09056603773584905,0.4981132075471698,0.0009433962264150943,0.05566037735849057,0.009433962264150943,0.23773584905660378,0.0,0.0
189,Twitch,item_ad,0.12735849056603774,0.08411949685534591,0.0,0.4221698113207547,0.0015723270440251573,0.0023584905660377358,0.0,0.026729559748427674,0.3356918238993711
190,Twitch,item_ap,0.2904761904761905,0.06666666666666667,0.047619047619047616,0.19523809523809524,0.0,0.004761904761904762,0.23809523809523808,0.047619047619047616,0.10952380952380952
191,Udyr,item_ad,0.5,0.11764705882352941,0.0,0.029411764705882353,0.08823529411764706,0.0,0.0,0.20588235294117646,0.058823529411764705
192,Udyr,item_bruiser,0.11428571428571428,0.05714285714285714,0.0,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.0,0.7428571428571429,0.0
193,Udyr,item_tank,0.15816326530612246,0.061224489795918366,0.00510204081632653,0.025510204081632654,0.4030612244897959,0.04081632653061224,0.00510204081632653,0.27040816326530615,0.030612244897959183
194,Urgot,item_bruiser,0.1308641975308642,0.06419753086419754,0.0,0.16049382716049382,0.027160493827160494,0.0024691358024691358,0.0,0.42962962962962964,0.18518518518518517
195,Urgot,item_tank,0.14942528735632185,0.05747126436781609,0.011494252873563218,0.14942528735632185,0.05747126436781609,0.011494252873563218,0.0,0.39080459770114945,0.1724137931034483
196,Varus,item_ad,0.061177815894797025,0.08290451686678102,0.0577472841623785,0.15837621497998858,0.004574042309891366,0.0137221269296741,0.0017152658662092624,0.004002287021154946,0.6157804459691252
197,Vayne,item_ad,0.2558922558922559,0.0962962962962963,0.0,0.36902356902356903,0.0013468013468013469,0.0,0.0,0.02356902356902357,0.25387205387205386
198,Veigar,item_ap,0.09803921568627451,0.0784313725490196,0.5165441176470589,0.0,0.04350490196078431,0.012867647058823529,0.24877450980392157,0.0006127450980392157,0.0012254901960784314
199,Velkoz,item_ap,0.05407124681933842,0.07888040712468193,0.5877862595419847,0.0,0.00826972010178117,0.006361323155216285,0.26463104325699743,0.0,0.0
200,Vex,item_ap,0.08343265792610251,0.17878426698450536,0.44576877234803336,0.0,0.014302741358760428,0.003575685339690107,0.27413587604290823,0.0,0.0
201,Vi,item_ad,0.5,0.10869565217391304,0.0,0.14130434782608695,0.03260869565217391,0.0,0.0,0.08695652173913043,0.13043478260869565
202,Vi,item_bruiser,0.23297491039426524,0.10752688172043011,0.0,0.025089605734767026,0.08960573476702509,0.0,0.0,0.4910394265232975,0.053763440860215055
203,Viego,item_ad,0.20408163265306123,0.08843537414965986,0.0,0.13151927437641722,0.022675736961451247,0.0022675736961451248,0.0022675736961451248,0.5011337868480725,0.047619047619047616
204,Viego,item_bruiser,0.15594059405940594,0.0891089108910891,0.0,0.04455445544554455,0.017326732673267328,0.0,0.0,0.6658415841584159,0.027227722772277228
205,Viktor,item_ap,0.06751054852320675,0.07172995780590717,0.4669479606188467,0.0,0.015471167369901548,0.0014064697609001407,0.3755274261603376,0.0014064697609001407,0.0
206,Vladimir,item_ap,0.20136518771331058,0.06029579067121729,0.004550625711035267,0.0022753128555176336,0.11035267349260523,0.051194539249146756,0.2696245733788396,0.3003412969283277,0.0
207,Volibear,item_bruiser,0.125,0.125,0.0,0.0,0.08333333333333333,0.0,0.0,0.65625,0.010416666666666666
208,Volibear,item_tank,0.08056872037914692,0.08293838862559241,0.0,0.0071090047393364926,0.4312796208530806,0.002369668246445498,0.014218009478672985,0.3744075829383886,0.0071090047393364926
209,Warwick,item_ad,0.08771929824561403,0.05263157894736842,0.0,0.0,0.19298245614035087,0.017543859649122806,0.0,0.631578947368421,0.017543859649122806
210,Warwick,item_bruiser,0.04666666666666667,0.08333333333333333,0.0,0.0033333333333333335,0.14333333333333334,0.0033333333333333335,0.0,0.7166666666666667,0.0033333333333333335
211,Warwick,item_tank,0.024630541871921183,0.10837438423645321,0.0,0.0049261083743842365,0.23645320197044334,0.0049261083743842365,0.0,0.6157635467980296,0.0049261083743842365
212,Xayah,item_ad,0.08274894810659186,0.0785413744740533,0.0007012622720897616,0.2791023842917251,0.0035063113604488078,0.002805049088359046,0.0,0.011220196353436185,0.541374474053296
213,Xerath,item_ap,0.017226528854435832,0.08354866494401378,0.6416881998277347,0.0,0.0008613264427217916,0.006029285099052541,0.25064599483204136,0.0,0.0
214,XinZhao,item_ad,0.25,0.09523809523809523,0.0,0.1130952380952381,0.05357142857142857,0.0,0.0,0.40476190476190477,0.08333333333333333
215,XinZhao,item_bruiser,0.10810810810810811,0.08108108108108109,0.0,0.02702702702702703,0.0777027027027027,0.0,0.0,0.6722972972972973,0.033783783783783786
216,Yasuo,item_ad,0.3824027072758037,0.06429780033840947,0.0,0.13028764805414553,0.01353637901861252,0.0025380710659898475,0.0,0.0727580372250423,0.33417935702199664
217,Yone,item_ad,0.3344748858447489,0.07534246575342465,0.00228310502283105,0.2591324200913242,0.012557077625570776,0.001141552511415525,0.001141552511415525,0.10388127853881278,0.2100456621004566
218,Yorick,item_ad,0.288135593220339,0.0847457627118644,0.01694915254237288,0.05084745762711865,0.01694915254237288,0.01694915254237288,0.0,0.2033898305084746,0.3220338983050847
219,Yorick,item_bruiser,0.10204081632653061,0.053061224489795916,0.0,0.036734693877551024,0.05714285714285714,0.004081632653061225,0.0,0.6571428571428571,0.08979591836734693
220,Yorick,item_tank,0.16417910447761194,0.014925373134328358,0.0,0.0,0.11940298507462686,0.014925373134328358,0.0,0.6268656716417911,0.05970149253731343
221,Yuumi,item_ap,0.0,0.12173913043478261,0.11304347826086956,0.0,0.0,0.7652173913043478,0.0,0.0,0.0
222,Yuumi,item_support,0.001937984496124031,0.06395348837209303,0.001937984496124031,0.0,0.0,0.9321705426356589,0.0,0.0,0.0
223,Zac,item_ap,0.022727272727272728,0.25,0.0,0.0,0.45454545454545453,0.022727272727272728,0.06818181818181818,0.18181818181818182,0.0
224,Zac,item_tank,0.0,0.065625,0.0,0.0,0.646875,0.015625,0.0,0.271875,0.0
225,Zed,item_ad,0.27918367346938777,0.08489795918367347,0.0,0.2089795918367347,0.0,0.0,0.0,0.008979591836734694,0.4179591836734694
226,Ziggs,item_ap,0.028985507246376812,0.07898550724637682,0.6942028985507246,0.0,0.004347826086956522,0.009420289855072464,0.18405797101449275,0.0,0.0
227,Zilean,item_ap,0.08691308691308691,0.0899100899100899,0.43656343656343655,0.0,0.03796203796203796,0.3026973026973027,0.04095904095904096,0.001998001998001998,0.002997002997002997
228,Zoe,item_ap,0.1332547169811321,0.1320754716981132,0.37971698113207547,0.0011792452830188679,0.02358490566037736,0.00589622641509434,0.3242924528301887,0.0,0.0
229,Zyra,item_ap,0.035676810073452254,0.06715634837355719,0.7660020986358866,0.0,0.01888772298006296,0.015739769150052464,0.09653725078698845,0.0,0.0
