champion,build,PC0,PC1,PC2,PC3,PC4,PC5,PC6
Tristana,item_ad,-3.520136192697925,-1.2922139027687234,-2.1438291560437435,2.105213605934666,-1.9640628290236852,-0.13511923330540365,-0.04001753981960817
Trundle,item_bruiser,-2.989843022187694,1.8766732753347215,3.6678867606284564,-2.2337191392040396,-1.4102220702537094,0.2634911656593059,0.3234938549793664
Trundle,item_tank,-1.9304795157254102,2.2686678997156364,3.1676845641152904,-1.6304161952272238,-1.2956579162971358,0.04508041355933944,0.22293440509415957
Tryndamere,item_ad,-3.371104983312163,-0.4188431787051616,-0.6160327604324346,0.2978524089841924,-0.196369403853724,0.027267057631478672,-0.111102903381558
TwistedFate,item_ad,0.15534178507217797,-0.556631497385935,-0.8781085724943507,-0.8622386180527116,-0.35641344692402865,0.48310859843362575,-1.116288686866809
TwistedFate,item_ap,3.6850784989466416,-1.1121664336384955,-1.1556985766037424,-1.5819452208650528,-0.5357556322045768,0.32849697797374994,-1.3420463262673796
Twitch,item_ad,-3.7683147488386983,-1.7673392773883787,-2.6772985118537758,3.6359520113987727,-4.376981202215989,-0.2298617550439322,0.09426616621759056
Twitch,item_ap,-1.8455183900464234,-0.014672093288071677,2.7893853601516465,0.0877226191888818,-1.4573483839349861,0.5365004970270838,0.12442204600459322
Udyr,item_ad,-3.775353274567453,-0.39663419275961975,-0.5293886449834209,0.09260683713414451,-0.0826482111060703,0.07288720495774892,-0.1287407666452609
Udyr,item_bruiser,-3.0675855238932437,1.113310098911137,2.0822300015417525,-1.1356253315907492,-1.0779705659662364,0.11487820772498998,0.17266675412499013
Udyr,item_tank,-1.1812655755105392,1.0019372276688974,0.34383679875266787,-0.2249506314622027,0.4546824558752696,-0.11320355961666526,-0.2357891464144876
Urgot,item_bruiser,-3.151109445567521,-0.11324016563448085,0.07566264467287444,0.012738339984999751,-0.27369477069027426,-0.013530858933018,-0.08495709819377245
Urgot,item_tank,-3.190770062567443,-0.22364076811243355,-0.17887109777325705,0.007544027510560943,0.08352658578957946,-0.026503889995250027,-0.06514287094986657
Varus,item_ad,-4.094538376724782,-0.9869287983886317,-2.1833855171247163,-0.5983510977338699,4.878357098534541,-0.05678174741340243,0.3108365659281477
Vayne,item_ad,-3.9191004967847682,-1.8768697750199257,-2.922220025519764,3.7338284051304154,-4.368310181350034,-0.23478119820941482,0.09320018402025813
Veigar,item_ap,3.804673173128293,-1.8294860095372365,-1.0497621392939864,-2.00426457788948,-0.6512958203493149,-0.6728018516373045,-0.20927577092680721
Velkoz,item_ap,3.5864839917579285,-3.1269514975403507,3.7347885093403552,4.156082717554123,1.8645113972829734,2.110768378974469,0.5659912652310279
Vex,item_ap,4.618030456481785,-1.926783434750763,-0.29725216358701845,-1.1846446887411533,-0.3200316300719939,-0.9542718243116373,-0.27846647800727503
Vi,item_ad,-3.924855271695676,-0.7691020786076591,-1.2510206140485904,0.4983222633185147,0.47965040422638533,-0.04259625340454561,0.030565349369229076
Vi,item_bruiser,-3.8260563929480185,-0.26459227554876613,-0.33263696985739094,-0.3842131101098635,1.2141522201016306,-0.009539810121193024,0.024171314972260615
Viego,item_ad,-3.398768652710214,-0.0175088560673757,0.2447969380722922,-0.5002588363173052,0.5360428458099517,-0.01256916041092371,-0.07037892009387316
Viego,item_bruiser,-3.302264212462417,0.4320574565693055,1.0989177636483136,-1.1192289591371813,0.4191143215557783,0.0733221145126132,-0.026445128140565734
Viktor,item_ap,3.653953052561522,-1.4810213649669663,-1.0558740536148548,-1.6150408205006241,-0.5271383680798286,0.3398938401580524,-1.1855623332799892
Vladimir,item_ap,2.830793248487626,-1.605533543391442,2.8352354819657286,2.8587357905594484,1.1470432521839373,2.4431563832918357,-0.12027602168176836
Volibear,item_bruiser,-2.689305364341112,0.779381619036357,1.1857741286822923,-1.152603237385055,0.23953384892064075,0.05888238517176175,-0.15788487652453437
Volibear,item_tank,-0.9386820513191148,1.7124933298759863,1.4494060565429294,-0.5609775815993154,-0.09132065125556953,-0.2336241994738549,-0.04855846527043919
Warwick,item_ad,-0.7865752790671706,1.7194903039392009,3.014313093047235,-0.9851375133286381,-0.609798022026016,0.1291995537415168,0.10406551966838894
Warwick,item_bruiser,-1.2674731256630483,1.9058066715107431,3.5449773332618815,-1.5583220480557498,-1.4920830713831945,0.2995091584245724,0.08655198964690713
Warwick,item_tank,-0.2574431133820567,2.023753919692576,2.440721275517245,-0.7557580402942564,-0.7486972358832912,0.038930836161821566,-0.08243655749126956
Xayah,item_ad,-3.707598818548905,-1.0349164658035153,-1.9209368480651203,0.654122924635663,1.2434830585740928,-0.07217670044838109,0.06691577633479535
Xerath,item_ap,3.8165786340616674,-1.8047533001064668,-0.932317958217792,-1.5600370063479687,-0.49944595106981876,0.0495277663415408,-0.8756179849758392
XinZhao,item_ad,-3.706769953646714,-0.24936048088972262,-0.39389038276358757,-0.26714866127726017,1.0272120658300319,-0.010159703876512986,0.005403354029882131
XinZhao,item_bruiser,-3.3601288690413313,0.46847446618633676,1.0849514149779447,-1.1085757799246003,0.5694565049006518,0.10632077124087735,-0.00269579416739839
Yasuo,item_ad,-3.5537065781109454,-0.7948406577008675,-1.5068190268034978,0.17204564448282636,1.8722913166795263,-0.08054224744760788,0.09787976980077531
Yone,item_ad,-3.043000426544796,-0.5587258109611483,-0.2675995335522805,1.0195291920746232,-1.861710560618024,-0.08921851079758779,-0.05631880122324548
Yorick,item_ad,-2.7530828083711483,-0.39290585450898324,-0.4006233189425797,-0.564922975256669,0.9149111279287797,0.09998369178211104,-0.28839069998068845
Yorick,item_bruiser,-2.914550291095659,1.0605154993039798,2.3632124104799903,-1.6999637348293442,-0.443391013807624,0.2410569623893917,0.07953315586531812
Yorick,item_tank,-2.353668297520748,1.176465613101736,2.114210019030638,-1.4492657062194663,-0.10646071483210513,0.1264939717453719,0.13092981246781138
Yuumi,item_ap,3.8491823915993266,1.7037658089494394,-1.157328835103977,0.41378595596258344,0.03634668422097589,0.8061769983889918,-1.2551882553172806
Yuumi,item_support,3.248925646748006,3.112656028810086,-1.8376353894083666,0.4327759273776072,0.0485034732799015,0.2760893825768581,-0.9910001315034613
Zac,item_ap,3.4423218026141544,1.4240328083997615,1.7046291839035592,1.0396422426652068,0.12407789668718157,-0.515846472692448,-0.4411154043410033
Zac,item_tank,0.8813456598903401,3.545744410056863,1.7570073830237416,0.1993897993611673,-0.605283788588742,-1.137399213134639,0.3066196064270219
Zed,item_ad,-3.715026015009924,-1.496305012732658,-2.461573999498962,2.513067744710251,-2.2737914875338956,-0.18840360588471675,0.02880264329718014
Ziggs,item_ap,3.8316154040010124,-1.923740800065128,-1.0145557163611352,-1.8537687669848704,-0.5946056565803091,-0.26923679599346495,-0.576143353644127
Zilean,item_ap,3.644839056590959,0.00676856156847949,-1.1292720244670014,-0.8934615206168426,-0.30720460242918485,1.0856997078218291,-1.6858170385217717
Zoe,item_ap,3.8458363260177655,-2.326838877703183,2.300230702158907,2.222161147317394,0.9839505086167332,0.48413107054022164,-0.09021588900826144
Zyra,item_ap,3.856458809536129,-2.303292143550851,-1.071054609805971,-2.3260079825950437,-0.7226216519617239,-1.0296173933085735,0.3167140747704315
