champion,build,PC0,PC1,PC2,PC3,PC4,PC5,PC6
Hecarim,item_tank,-2.9059172699311726,1.0855166169044559,1.3155360914343197,-1.2373974579965208,0.054667467445386225,0.14607088515643982,-0.05865810375606356
Heimerdinger,item_ap,3.714052945412051,-1.2689411075976564,-1.2343139974711028,-1.7353811272144561,-0.5966204960273331,0.48094219684104905,-1.468593067222002
Illaoi,item_bruiser,-3.5114857766334895,0.5308387416807453,1.284653723014575,-1.2631934402087974,0.3255274179417572,0.14106057159854762,-0.013052941042745984
Illaoi,item_tank,-3.264120750646624,0.6807927150681153,1.5855613875151386,-1.366874075246539,0.20900277594720862,0.1350363565403145,0.06455814973945838
Irelia,item_ad,-2.872502676455854,0.4289006454911955,0.93837810026945,-1.0307993853631607,0.23931195244901984,0.1026359843534145,-0.14841310375814487
Irelia,item_bruiser,-3.138719331330581,1.1764555197247755,2.658041356394921,-1.88508456649216,-0.7006780709215388,0.28441184617211196,0.12217405142111855
Ivern,item_ap,2.615781355346425,0.5096575357926026,-1.8829420240207067,-1.0930645571091349,-0.08423720458450183,0.49886644487957293,-1.3563687481814706
Ivern,item_support,2.813139535092175,2.157963006627291,-1.8789766744665366,-0.18236442085489882,-0.010020368075555553,0.7572636628851847,-1.2205903333872878
Janna,item_ap,3.953598295714242,2.212957447088218,-2.7721653450693413,-1.1202256259503203,-0.5521674858124851,3.6420261089759354,1.2551694621682397
Janna,item_support,3.556351975714485,2.733545428391086,-2.6158613402397752,-0.7086242755055234,-0.3921375752751291,2.672951294096132,0.3557405357664158
JarvanIV,item_ad,-3.3571206456724343,-0.667321206822613,-1.6948034764986035,-0.08693120362560817,2.7820925187610768,-0.03457318616299199,0.11374067398264497
JarvanIV,item_bruiser,-3.3918715742922285,0.2393145327818914,0.31503091800863686,-0.9505022738149613,1.6376312416768932,0.011578045727259938,0.02330357435668753
JarvanIV,item_tank,-3.0382895572746413,0.48331840745913873,-0.05000062646543743,-0.8125052903572643,1.9705593618949249,-0.04654485697308476,-0.015387329859394267
Jax,item_ad,-3.5064692822344012,-0.41984655660695297,-0.6377668220729177,-0.22679989252242327,1.2279034308583194,-0.04337698085767923,-0.023650252636680632
Jax,item_bruiser,-3.2949636776050277,0.11098693751046836,0.019688138945921894,-0.6355606816619933,1.3874234067898665,-0.00916310489314799,-0.014264294960513428
Jayce,item_ad,-3.650935770245553,-0.8550565443831509,-1.5981281170219261,0.3764091537177176,1.4293649165916837,-0.052247982265632646,0.05892517314909661
Jhin,item_ad,-3.906101232308739,-1.0127092939761042,-2.1987960675216196,-0.2240996585763196,4.045196325764567,-0.0652197805961982,0.27280967022390784
Jinx,item_ad,-3.592428874800504,-1.1537197770788998,-1.911711436901494,1.4051801701068114,-0.6482738704009313,-0.10828681085935268,-0.03225739527436466
Kaisa,item_ad,-3.0830665503514414,-0.9230021101243976,-1.0318248999136055,0.716128777614667,-1.0533303713569864,-0.02998997194495528,-0.25962890338236105
Kaisa,item_ap,3.2567894408731903,-1.0079292061550058,-0.9410293966509601,-1.507659508523636,-0.47391752526944936,0.9169193308158564,-1.754016478604907
Kalista,item_ad,-3.7072855820882658,-0.9407144464922156,-1.7320902172360084,0.24399704512973733,2.1084809642086717,-0.03136430648279677,0.10403417272355077
Karma,item_ap,3.6402831263703663,-0.8383405265539183,-0.9617980554514796,-1.0716906353453703,-0.3453771658319946,0.5246109441757706,-1.5057112425571448
Karma,item_support,3.7831023282794947,1.9238235594517294,-2.4371529228566686,-0.9339813687674074,-0.43216385568763654,2.621761280651456,0.2951124079809334
Karthus,item_ap,4.079134793634446,-3.162577286543072,-0.13792816494768595,-1.7042087300669073,-0.49918435800433475,-1.98027505022588,1.4732510455425247
Kassadin,item_ap,3.9337748261990226,-2.181060230701627,0.25969510261586476,-0.6756148592432565,-0.17636496223891532,-0.9364460097449961,0.13608166439577352
Katarina,item_ap,3.2246929641933417,-2.5688874224029927,2.202429566040315,1.8272709073671876,0.8578087844203781,0.672169688459245,-0.11647999241406257
Katarina,item_bruiser,-0.6779922229668207,0.5235122720558513,2.7497206942085444,-1.0319636406119994,-0.5287586163391672,0.5435584551270438,-0.24599404816860362
Kayle,item_ad,-1.8929575813134611,0.12079844676200342,0.8701129703071168,-0.43100557688757624,-0.6985417981713846,0.25157684248580703,-0.36336789463395636
Kayle,item_ap,0.6741330114978059,0.16915587121603018,1.9355939651180623,-0.22644674318226385,-0.163288777195119,0.30514857537746315,-0.47458364418586646
Kayn,item_ad,-3.581754982164498,-0.7958294728197611,-1.1834402513226634,0.6320686963808112,-0.10629384834369018,-0.07869023223996524,-0.0514172402958394
Kayn,item_bruiser,-3.5700094970411236,0.800929145309628,1.9755359113581947,-1.466939300691039,-0.3962520242985218,0.18520051505261909,0.0970319324510035
Kennen,item_ap,3.9192773376328573,-3.576796313437961,0.13009394028962096,-1.7313481296890267,-0.4601545759769527,-2.7311939204796034,2.503309558466912
Khazix,item_ad,-3.619807580675195,-1.2696740475313573,-2.113615635758173,1.935013346921932,-1.5413821703304367,-0.13685349543453632,-0.00548479457604393
Kindred,item_ad,-3.613885380258915,-0.47572440641434244,-0.575505693230048,0.26934120582022836,-0.25103567402514987,0.05363750814063462,-0.1402238594262685
Kled,item_bruiser,-3.0478993318463297,1.1138844575435676,2.5270059245487726,-1.766329677191678,-0.5647479169952132,0.21682463501639085,0.17089599113027623
Kled,item_tank,-3.107727822061646,0.6854826731117062,1.1548598251874804,-1.232160120172086,0.22874335080611957,0.2004361537991266,-0.1234417934053646
KogMaw,item_ad,-2.0465199341692166,0.21265156700074817,2.8852936660149666,-0.4766882480881483,-1.562268414053424,0.3370010764137795,0.09503957617754409
KogMaw,item_ap,3.1097068391442946,-3.222239996007893,3.3508166509220723,3.374238505240726,1.4923283488436037,1.749749436900722,0.4325954170751868
Leblanc,item_ap,3.8133681596456257,-3.082332477476026,0.1573098143629277,-1.303028856381682,-0.3384178478702054,-1.5894058538352576,1.2212888298029017
LeeSin,item_ad,-3.53977244546614,-0.6122865587297176,-0.880830565705237,0.16009957394230803,0.36880572300770537,-0.012513634127254257,-0.10290885142953404
LeeSin,item_bruiser,-3.4395561994205033,0.28904668322694715,0.5743475013859936,-0.8805669664259101,0.7779910612238868,0.06835843054342114,-0.07229473856168443
Leona,item_tank,2.5108486751863883,4.376310209828652,-0.6188303611715134,1.975303823814026,0.6537805644192762,-2.8310830977013834,0.43875209002750154
Lillia,item_ap,3.4006819489488955,-3.0543429777753963,4.6229113067335055,5.3015418975074855,2.2829295829736327,3.0875783471467675,0.9047850988643225
Lissandra,item_ap,3.9448082903972534,-2.27766225325316,0.19407133965192505,-1.0019031636402116,-0.24679649080102978,-1.6727243642295486,0.8663739172471355
Lucian,item_ad,-3.554816661260648,-1.0201950866876355,-1.6890956822157908,1.1039372947302284,-0.4824614665686873,-0.06607152553716918,-0.07550845963437716
Lulu,item_ap,3.7424344029682484,0.9325909616131485,-2.622853421956915,-1.4155453296463587,-0.7081553651631598,2.9218519081130316,0.5299669300309241
Lulu,item_support,3.7300719434419776,2.454818992539563,-2.702531355395321,-0.8673250542742715,-0.4433917615041214,3.0234698211018833,0.728878782334962
Lux,item_ap,3.9282653745478178,-1.9265309961161143,-0.9009780003822289,-1.6439728457182448,-0.49904719238030876,-0.5479787005641175,-0.29429763441874357
Malphite,item_ap,3.670034219398306,-2.563415430791471,-0.016443845495817358,-1.343092871147371,-0.33121510125768394,-1.9220460740856051,1.2614600956274913
Malphite,item_tank,2.0760014515451175,1.091271110001792,0.24576918781963447,0.010547207486694922,0.01912024875793395,-0.43736920975400634,-0.5288413963462087
Malzahar,item_ap,3.8649770979436675,-2.2042056200733393,-0.9657263350868088,-2.2926350361390044,-0.7278540635573941,-1.0774913821776175,0.24824752697145325
Maokai,item_ap,3.516409561585476,0.3423843474192348,0.03082803798243471,0.597659831806287,0.23033761901831032,0.03645755991871915,-0.7438641831036887
Maokai,item_tank,2.9324902782025104,4.482169183220057,-0.32571899916263475,2.1535935568460745,0.5614776361057028,-2.5346493943641346,0.34914330171498215
MasterYi,item_ad,-3.8235425858331658,-1.7701933788851174,-2.7571929865674005,3.6317480662476096,-4.316997433733235,-0.23857118178574138,0.09033554815718227
MissFortune,item_ad,-3.3280564280747114,-1.1033375069948317,-1.7143105601194757,1.2422316540278282,-0.7578733132627858,-0.1203504061780313,-0.10456894339040186
MissFortune,item_ap,1.8111067017308402,-0.8804082936054552,-0.13789920531766417,-1.2692735180839645,-0.24574700780687955,0.5131634263486017,-1.275947782244419
MonkeyKing,item_ad,-3.1571332990108094,-0.7750558381086721,-1.3043201174180923,0.5511906172814107,0.1753574496282618,-0.17654988457179602,-0.05161594850612941
MonkeyKing,item_bruiser,-3.455849822206439,0.1431469658774411,0.2748822864004293,-0.6498391443861006,0.7735315979189595,0.03410840217789934,-0.06963941639531328
Mordekaiser,item_ap,2.847634785430475,-1.9695060443971528,3.6103209263922813,3.356236658694638,1.3732204135505441,1.8463944809217392,0.337208581140977
Mordekaiser,item_tank,2.8134210004791487,-0.8361367810044478,2.6218875864650544,2.0898562490937285,0.6993394950521366,1.2215350135320118,-0.2451763014198462
Morgana,item_ap,3.540854466816779,-0.7078978471948693,-0.12412984175507355,-0.017136492816962764,0.044690343144740734,-0.010662467877095728,-0.9141933817257628
Nami,item_ap,3.503016554608591,1.6779610509778986,-1.696281517501219,-0.23818708007040082,-0.21094763290568228,1.0507897772527266,-1.495254072718751
Nami,item_support,3.565231607992137,2.5978961779110294,-2.327059453307308,-0.3996871324051911,-0.3031538428443257,2.061754051371356,-0.34032656911430986
Nasus,item_ap,3.015954926481238,-1.1100579015556833,-0.07741739264642229,-1.1485139605042596,-0.38474732454775185,0.16744117681299386,-1.1988637077628712
Nasus,item_bruiser,-2.762195755910815,1.4062970549513503,2.8806718732450842,-1.9423906774427915,-0.9188911030226956,0.3850557932853973,0.12277989098407562
Nasus,item_tank,-2.7183712224939662,1.134888260602895,2.684157457341966,-1.8192110334129286,-0.7387431479386158,0.28660409830632627,0.010538045667181965
Nautilus,item_tank,2.865125742783611,3.846633382889294,-0.7946571477231869,1.7544009723144562,0.6234002674134497,-2.3462953473932817,0.17209027608752764
Neeko,item_ap,4.071058657528709,-3.5564654449907898,0.018489317912858644,-1.870118197136654,-0.5330510266415135,-2.985954297855854,2.709332600267804
Nidalee,item_ap,3.6591492258765044,-1.3786036081093511,0.5458083650879455,0.713559809385824,0.3473678870568102,1.8068389724104708,-1.2556348441286211
Nocturne,item_ad,-4.227876233395694,-0.7573696715613186,-1.8583567747640717,-1.1339000457136388,5.791849640003381,-0.06194471050009884,0.37331401425600225
Nocturne,item_bruiser,-3.6396360716694676,-0.33500683849618107,-0.9986808726580293,-1.188798174727414,4.228883211685255,0.05148926945300757,0.14699547292545323
Nunu,item_ap,2.9820004978041883,0.3521379239375609,1.0332544176753278,1.6029545609631741,0.5645636484192117,0.3770772842117072,-0.32592964522087886
Nunu,item_tank,2.558522630179441,2.7706471589492763,0.4876425969117457,1.0474560021485988,0.1496385678712662,-0.7854286648413815,-0.24614487144597624
Olaf,item_bruiser,-3.0096910134713983,0.5435253965356857,1.7419872217251073,-0.4114150135409598,-2.277624758675736,0.15800011951359716,0.14898193320682543
Olaf,item_tank,-2.946187250504447,0.19843682574164578,0.7165772644631542,0.4048469491978782,-2.0905359934409886,0.0231762302647898,0.09494563487142847
Orianna,item_ap,3.846353304856273,-1.7080603168425532,-1.005691991243081,-1.8819269964787095,-0.5790612299528123,-0.4347034453038909,-0.4871647315924023
Ornn,item_tank,1.3086892802197112,2.636066156835638,0.21132526406046848,0.5997507047807614,0.28425891088205324,-1.1151826016312727,-0.08463650805389916
Pantheon,item_ad,-3.51377277129804,-0.9636296596249019,-1.741835741835219,1.1589526926211218,-0.21745374553791125,-0.10084085890929188,0.013719451198462565
Pantheon,item_bruiser,-3.505537923742597,-0.07958478901796887,-0.19854387065936469,-0.4732313261818256,1.257999112336433,0.0004794910742831489,0.0004862937285787849
Poppy,item_tank,-1.838290307307803,0.9136188793435058,0.030573168185734072,-0.3460499560901161,0.9511485314775268,-0.26831494920242965,-0.1055974211703492
Pyke,item_ad,-3.7033562394450037,-1.7404939820692202,-2.8599892057110505,3.5127548102712205,-3.9747430810594784,-0.2314689965154192,0.055681945495236466
Qiyana,item_ad,-3.542925259213479,-1.1882824589382668,-2.0748134858648393,1.5025440401393357,-0.5004998917854977,-0.12396183529866776,0.026863667089451905
Quinn,item_ad,-3.576343118095694,-1.0039217907002242,-1.7700850646510577,0.9419767067435929,0.18144603929877076,-0.0670804087147478,-0.02618362327227436
Rakan,item_ap,3.7542036530891485,1.6282855265041354,-0.2806539445362415,1.0024521911709074,0.3447142301448976,-0.45452149165411526,-0.6057061033883755
Rakan,item_support,2.997548139160644,4.2346770758588,-1.0238811318165284,1.8848223431135673,0.625751273851281,-2.472749712198126,0.1972780064641734
Rakan,item_tank,3.0990905988005935,4.415248355711436,-1.0514099758323663,1.955996447264991,0.6337547008665032,-2.554807028742144,0.20664210775898315
Rammus,item_tank,2.8262493962219857,3.4195627271929583,-0.4427942685768012,1.5895955551997214,0.498342670755808,-2.0451365417332266,0.10744592915522366
RekSai,item_ad,-4.070942213740505,-1.6292727454349725,-2.48083161719221,3.040647713851801,-3.5709430668917124,-0.19920362085821317,0.06954966872794202
RekSai,item_bruiser,-3.606770160488476,0.14475996940905586,0.7071928809199397,-0.2919937031279039,-1.178356116008677,0.15343465179716734,-0.07271904258510291
Rell,item_tank,3.436490630270599,3.7314279147864173,-0.36076112662953763,2.070455921899396,0.6468936633912488,-2.450757440078883,0.2201350217020664
Renekton,item_bruiser,-3.2786866115858313,0.9600940499932911,2.1891470759317353,-1.621192802349465,-0.4798432262451148,0.22367067170090185,0.09714834002104529
Renekton,item_tank,-2.9719929214743583,0.6791672529284181,1.3305509824144182,-1.0625495315985374,0.12765324867698355,0.06044515181579415,0.04058954309010813
Rengar,item_ad,-3.555630424448033,-0.8829747012978462,-1.4381309097422517,1.0373713191363245,-0.3438074773769288,-0.10535972996181757,0.017566613893142034
Rengar,item_bruiser,-2.864199964172099,0.6192888402782597,1.367983687511734,-1.131595560077293,0.29436897960454844,0.06431889556813972,-0.019876508219631946
Riven,item_bruiser,-3.4280449333374747,-0.24809931342922828,-0.42895001084771445,-0.38707822505792566,1.4770667767032404,-0.012991639798255987,0.020413074044359505
Rumble,item_ap,3.7084278591953437,-2.489843209917329,0.5708888682464345,-0.4268430752323663,-0.023337395795443337,-0.8731609119364888,0.22487334928245215
Ryze,item_ap,3.379633391215394,-1.0254760348085483,-1.0324806238744992,-1.5357949517835259,-0.5378694795927382,0.8608791122292652,-1.7318549106535988
Samira,item_ad,-3.535743922232064,-0.5880262157642359,-1.0205953427001833,0.054936789823905305,1.266701708556137,-0.034302331433197476,0.02314813921036442
Sejuani,item_tank,-0.5360538290317209,1.7971421943645522,0.7838681380794928,-0.40272577033586915,0.14879414321336637,-0.2563037033921695,-0.2195962327702483
Senna,item_ad,-3.552485822005195,-0.8917841985916668,-1.6242138134520965,1.2239586752556644,-0.8819839715018273,-0.02664361511151329,-0.08940148315281608
Seraphine,item_ap,3.794634685100964,-0.1298206234582979,-1.3596438095183314,-1.1759769659169854,-0.3644169310367335,1.1027342745494542,-1.819269986238222
Seraphine,item_support,3.8123188318420413,2.3285449433455754,-2.8213763226236477,-1.2729997141099922,-0.6388497056717617,4.1262802761029205,1.8358342105565348
Sett,item_bruiser,-3.3570624740544193,1.055282322690979,2.8675074321853637,-1.2679550016531658,-2.512301375170028,0.2873045250876855,0.3049350214537546
Sett,item_tank,-3.1347268131584474,1.2383891974350707,3.0832794534406345,-1.4086311034298227,-2.433351611652432,0.28134856480080317,0.3284166395470072
Shaco,item_ad,-1.2437255728952052,-1.1861036721574456,-0.8662520982885216,0.04831909681161636,0.14194744898204711,-0.37873868512598924,-0.3610944296386022
Shaco,item_ap,3.904038558624039,-3.15718168905622,0.11895867123855004,-1.4339475099070895,-0.4023627375111985,-2.085288004131855,1.6447937532574488
Shen,item_tank,-0.17827547989698145,1.7484461072246187,0.32742178062512045,-0.0229123344476456,0.3962355335018124,-0.44292862219031565,-0.16615554000375002
Shyvana,item_ap,3.027211317104231,-1.7671086290284352,0.4806120802421836,-0.4305517853412361,-0.05106213954871426,0.3246865742140555,-0.9641795144743323
Singed,item_ap,3.004628538098292,-0.0178422657653222,0.9114545473086302,1.0056396518434776,0.2950051860024724,-0.13952610211300043,-0.4040940580518855
Singed,item_tank,2.9712347021181005,1.6675389658469892,0.0628815714621438,0.8635089905273335,0.2466554630217901,-0.8496464861094754,-0.3190355307565468
Sion,item_ad,-3.787467456309863,-0.23737204600523934,-0.5986378941281031,-0.702655090038968,2.6371485287894503,-0.04636337434759802,0.13405666878269307
Sion,item_tank,-2.5874621863799296,1.703703561993066,2.5276899903432786,-1.607374198954764,-0.5583706734579569,0.0653695760364831,0.18045435632897308
Sivir,item_ad,-3.7774250246791894,-0.9727479641263372,-1.9704523381806265,0.06473431656745143,2.9729039656861387,-0.08087513461469684,0.19615058397562402
Skarner,item_tank,-0.4740876034902466,1.1430064845542331,-0.3105264401340741,-0.08568747863190262,0.9656186549291548,-0.38997993174382867,-0.23679662954895717
Sona,item_ap,3.6364257191593334,2.437773463088825,-2.728537329930599,-0.9998597176379405,-0.5660829696487927,3.8377872929545775,1.4214768994276719
Sona,item_support,3.81418192011362,3.452433579448459,-3.674061608207393,-1.2014565130888266,-0.7494017139748994,5.404237806142352,3.6674239238197863
Soraka,item_ap,3.322676396498273,2.798872363223155,-2.449936439579347,-0.19247461553535364,-0.32394606594922926,2.7299951118080665,1.015154953904265
Soraka,item_support,3.2153538960715196,3.677065254192553,-1.8148176154529028,0.7907288757708381,0.1818374181470133,-0.42062474395613075,-0.7272763694521491
Soraka,item_tank,3.8171021861136465,3.6965294173468517,-3.5636077755103646,-0.9316188834416685,-0.6260523219528316,4.941140544723257,3.7020111623452636
Swain,item_ap,2.8492040613860112,-0.05974139406120506,2.0845305954876245,2.228559652880031,0.8078187961196135,0.717209791140283,-0.025208722381538762
Sylas,item_ap,2.808345762334921,-0.6738809490364279,2.212085314247899,2.4162683828091436,0.9313707880306008,0.9451585414577468,0.044692947643184926
Syndra,item_ap,4.08937290328496,-2.9776423941039685,-0.6959327703162304,-2.254883703922895,-0.6776321898463942,-1.943604724924426,1.4418933868847628
TahmKench,item_tank,1.3460629160739273,2.5139853215133208,1.6032629816512052,0.4054935409161363,-0.32792329504659096,-0.46965333420955013,-0.06785735787799102
Taliyah,item_ap,3.8820771849618487,-2.691408092619852,-0.4156053651255701,-1.6173813545461095,-0.507622241213213,-1.2992506952635672,0.6595582942298678
Talon,item_ad,-3.6912724795240077,-1.2134853086519186,-1.9345905685720384,1.9377527087053819,-1.7484654762396747,-0.14106442979310077,0.013786619273017322
Talon,item_bruiser,-3.305760071997814,-0.09901597588136993,-0.02286170784480651,-0.34218513946229095,0.7635729147203058,-0.011845320544935855,-0.015594723769255695
Taric,item_tank,2.4285426772023104,4.361647729287022,-0.7869552211306334,1.6107989777094094,0.4150256086834617,-1.9859382268480577,0.08440218542354676
Teemo,item_ap,3.908401493388613,-2.343865738803453,-0.24023731973899143,-1.3671195742271531,-0.40689675753111715,-1.2439986592394667,0.4499671945471957
Thresh,item_ad,0.058319490584481916,-0.5274034468451403,-0.48635392626660806,-0.6101956821501175,0.31046838746251987,-0.28867911248139855,-0.6410542725810191
Thresh,item_tank,2.926497617018315,3.1764834693641637,-0.8351977507863192,1.2680546930559424,0.4258892979986731,-1.8771006393788852,-0.07035923147757181
