champion,build,c0_upper,c0_avg,c0_lower,c1_upper,c1_avg,c1_lower,c2_upper,c2_avg,c2_lower,c3_upper,c3_avg,c3_lower,c4_upper,c4_avg,c4_lower,c5_upper,c5_avg,c5_lower,c6_upper,c6_avg,c6_lower,c7_upper,c7_avg,c7_lower,c8_upper,c8_avg,c8_lower
Graves,item_ad,0.20573,0.05299,0.0,0.0,0.0,0.0,0.35058,0.07969,0,0.0,0.0,0.0,0.0,0.0,0,0.03905,0.00164,0.0,1.10008,0.72731,0.3545344303729476,0.41012,0.13837,0.0,3e-05,0.0,0.0
Gwen,item_ap,0.18715,0.04137,0.0,0.00059,4e-05,0.0,0.22069,0.04356,0,1.08031,0.68039,0.28046202559388733,0.25022,0.05221,0,0.0589,0.00733,0.0,0.03309,0.00346,0.0,0.45433,0.16096,0.0,0.08416,0.01069,0.0
Hecarim,item_ad,0.6229,0.28452,0.0,0.0,0.0,0.0,0.19444,0.02778,0,1e-05,0.0,0.0,0.0,0.0,0,0.00374,0.00066,0.0,0.77704,0.38017,0.0,0.65329,0.30687,0.0,0.0,0.0,0.0
Hecarim,item_bruiser,0.78968,0.43274,0.07581024184649726,0.0,0.0,0.0,0.32657,0.07027,0,0.00923,0.00075,0.0,0.0,0.0,0,0.01784,0.00182,0.0,0.22264,0.05424,0.0,0.80481,0.44018,0.07555213239571051,0.0,0.0,0.0
Hecarim,item_tank,0.81972,0.46374,0.1077532130967071,0.00192,0.00017,0.0,0.37571,0.08928,0,0.08054,0.00898,0.0,4e-05,0.0,0,0.09374,0.01227,0.0,0.18647,0.04382,0.0,0.73057,0.38174,0.032907952103140126,0.00011,1e-05,0.0
Heimerdinger,item_ap,0.11432,0.01504,0.0,0.45936,0.19978,0.0,0.03479,0.0012,0,0.23655,0.05461,0.0,0.35954,0.08326,0,0.07142,0.0067,0.0,0.00045,2e-05,0.0,0.00015,1e-05,0.0,0.99269,0.63938,0.2860740681328365
Illaoi,item_bruiser,0.54629,0.2667,0.0,0.0,0.0,0.0,0.36825,0.08661,0,0.00011,1e-05,0.0,0.0,0.0,0,0.05208,0.00254,0.0,0.41619,0.14694,0.0,0.85725,0.4972,0.1371476203669672,0.0,0.0,0.0
Illaoi,item_tank,0.62484,0.30432,0.0,0.0,0.0,0.0,0.34512,0.07692,0,1e-05,0.0,0.0,0.0,0.0,0,0.0001,1e-05,0.0,0.40845,0.13449,0.0,0.84677,0.48426,0.12174678001638833,0.0,0.0,0.0
Irelia,item_ad,0.74829,0.38429,0.020286563311626038,0.00102,5e-05,0.0,0.33733,0.07474,0,0.04887,0.00368,0.0,0.04936,0.00249,0,0.11039,0.01489,0.0,0.36694,0.11257,0.0,0.77315,0.40483,0.036518159612011436,0.03932,0.00247,0.0
Irelia,item_bruiser,0.88226,0.51975,0.1572477598789524,0.00038,2e-05,0.0,0.32198,0.06905,0,0.00649,0.00054,0.0,0.01231,0.00064,0,0.04553,0.00343,0.0,0.14422,0.02833,0.0,0.7199,0.37806,0.036211432403047916,0.00329,0.00017,0.0
Ivern,item_ap,0.30038,0.08586,0.0,0.52571,0.21394,0.0,0.0414,0.00434,0,0.16168,0.04155,0.0,0.21812,0.03676,0,0.90979,0.52857,0.1473510213698594,0.02547,0.00553,0.0,0.11844,0.01548,0.0,0.22623,0.06798,0.0
Ivern,item_support,0.28098,0.08294,0.0,0.87217,0.44259,0.013010611048827836,0.03967,0.0023,0,0.38764,0.12538,0.0,0.25185,0.04545,0,0.6288,0.27874,0.0,0.07312,0.01201,0.0,0.01697,0.00346,0.0,0.04168,0.00712,0.0
Janna,item_ap,0.10756,0.0142,0.0,1.13562,0.7328,0.32998673101932086,0.00037,2e-05,0,0.41358,0.12344,0.0,0.36979,0.0873,0,0.07257,0.0113,0.0,0.00019,1e-05,0.0,0.00039,3e-05,0.0,0.15727,0.03088,0.0
Janna,item_support,0.05589,0.00536,0.0,1.17709,0.82044,0.46378994061929096,3e-05,0.0,0,0.33553,0.08714,0.0,0.32883,0.07129,0,0.06768,0.00854,0.0,0.01776,0.00112,0.0,0.00303,0.0003,0.0,0.06607,0.00579,0.0
JarvanIV,item_ad,0.40915,0.1462,0.0,2e-05,0.0,0.0,0.2583,0.04667,0,0.00015,1e-05,0.0,0.0,0.0,0,0.12956,0.01448,0.0,1.03336,0.64418,0.25499607883545494,0.41496,0.14846,0.0,0.0,0.0,0.0
JarvanIV,item_bruiser,0.69958,0.37226,0.04494738869413245,0.0,0.0,0.0,0.35594,0.08174,0,0.00049,2e-05,0.0,3e-05,0.0,0,0.06438,0.00662,0.0,0.4401,0.16889,0.0,0.72191,0.37046,0.01902146076572986,0.0,0.0,0.0
JarvanIV,item_tank,0.84167,0.46462,0.08757120733759355,0.0,0.0,0.0,0.40236,0.10237,0,0.0003,4e-05,0.0,0.04239,0.00401,0,0.26532,0.05922,0.0,0.29703,0.09253,0.0,0.62159,0.27721,0.0,0.0,0.0,0.0
Jax,item_ad,0.52045,0.21573,0.0,9e-05,0.0,0.0,0.3775,0.09037,0,0.00284,0.00027,0.0,7e-05,0.0,0,0.08876,0.01201,0.0,0.70637,0.31634,0.0,0.74281,0.36503,0.0,0.00339,0.00024,0.0
Jax,item_bruiser,0.55108,0.25935,0.0,2e-05,0.0,0.0,0.36495,0.08525,0,0.00047,5e-05,0.0,1e-05,0.0,0,0.10779,0.01215,0.0,0.52768,0.20628,0.0,0.80582,0.43692,0.06803034771551775,2e-05,0.0,0.0
Jayce,item_ad,0.46903,0.16834,0.0,1e-05,0.0,0.0,0.37127,0.08813,0,0.0,0.0,0.0,0.01872,0.00062,0,0.00307,0.00012,0.0,1.00485,0.59369,0.18253620554740357,0.42321,0.14908,0.0,0.0,0.0,0.0
Jhin,item_ad,0.27394,0.08151,0.0,2e-05,0.0,0.0,0.32751,0.07086,0,0.00022,1e-05,0.0,0.0,0.0,0,0.04515,0.002,0.0,1.12958,0.79431,0.4590416456671155,0.21622,0.05131,0.0,3e-05,0.0,0.0
Jinx,item_ad,0.16342,0.03466,0.0,0.0,0.0,0.0,0.35196,0.08023,0,8e-05,0.0,0.0,0.0,0.0,0,0.03613,0.00138,0.0,1.08861,0.69601,0.3034045293245037,0.516,0.18772,0.0,0.0,0.0,0.0
Kaisa,item_ad,0.58021,0.23221,0.0,0.00363,0.00029,0.0,0.43,0.11362,0,0.01888,0.00212,0.0,0.02856,0.00149,0,0.05856,0.00474,0.0,0.4403,0.15572,0.0,0.90185,0.48113,0.0604106894038372,0.08771,0.00869,0.0
Kaisa,item_ap,0.93514,0.49258,0.05000940993823033,0.15995,0.03806,0.0,0.14758,0.01953,0,0.3063,0.09924,0.0,0.34267,0.07859,0,0.017,0.00096,0.0,0.00098,4e-05,0.0,0.03742,0.00259,0.0,0.62346,0.2684,0.0
Kalista,item_ad,0.26486,0.07368,0.0,0.0,0.0,0.0,0.35365,0.08083,0,0.04503,0.00187,0.0,0.0,0.0,0,0.02566,0.00112,0.0,1.09481,0.71826,0.3416980916829997,0.3774,0.12424,0.0,0.0,0.0,0.0
Karma,item_ap,0.12296,0.01872,0.0,0.66244,0.30738,0.0,0.03526,0.00155,0,0.3595,0.1074,0.0,0.33745,0.07489,0,0.16206,0.0336,0.0,0.00074,4e-05,0.0,0.00204,0.00011,0.0,0.83479,0.4563,0.07781360307301644
Karma,item_support,0.11267,0.01936,0.0,1.07489,0.64284,0.2107930075663162,0.00088,0.0001,0,0.39257,0.11844,0.0,0.37368,0.08879,0,0.25384,0.06508,0.0,0.0034,0.00033,0.0,0.00192,0.00022,0.0,0.25415,0.06485,0.0
Karthus,item_ap,0.0326,0.00268,0.0,0.22062,0.06052,0.0,8e-05,0.0,0,0.44094,0.15175,0.0,0.37653,0.0901,0,0.06185,0.00484,0.0,0.0,0.0,0.0,0.00142,4e-05,0.0,1.06401,0.69006,0.31611824089072454
Kassadin,item_ap,0.19174,0.03394,0.0,0.18115,0.04987,0.0,0.04276,0.00179,0,0.4607,0.1631,0.0,0.42586,0.11128,0,0.14631,0.02732,0.0,3e-05,0.0,0.0,0.00199,0.00013,0.0,1.01279,0.61255,0.21231913734782254
Katarina,item_ap,0.26955,0.06767,0.0,0.15205,0.03154,0.0,0.06238,0.00471,0,0.78263,0.37642,0.0,0.33383,0.0742,0,0.08635,0.01103,0.0,0.00192,0.00011,0.0,0.06318,0.00533,0.0,0.84135,0.42899,0.01663197459527932
Katarina,item_bruiser,1.1472,0.80158,0.45596430473417854,0.03199,0.00368,0.0,0.24187,0.04249,0,0.25332,0.06218,0.0,0.06026,0.0043,0,0.07221,0.00896,0.0,0.00825,0.00082,0.0,0.22746,0.05275,0.0,0.14628,0.02323,0.0
Kayle,item_ad,0.82946,0.43175,0.03403820345727737,0.13541,0.01917,0.0,0.3604,0.08506,0,0.18844,0.04047,0.0,0.10862,0.01166,0,0.04058,0.00454,0.0,0.17885,0.03956,0.0,0.75861,0.36515,0.0,0.02721,0.00263,0.0
Kayle,item_ap,0.90105,0.49593,0.09079945032892722,0.31355,0.07778,0.0,0.21114,0.03829,0,0.5846,0.24734,0.0,0.25465,0.051,0,0.05585,0.00684,0.0,0.05314,0.0053,0.0,0.17272,0.03791,0.0,0.18558,0.03962,0.0
Kayn,item_ad,0.26586,0.07854,0.0,0.0,0.0,0.0,0.40214,0.10069,0,0.0,0.0,0.0,0.0,0.0,0,0.09146,0.00761,0.0,0.93415,0.52206,0.10996426514321883,0.64291,0.2911,0.0,1e-05,0.0,0.0
Kayn,item_bruiser,0.46454,0.21509,0.0,0.0,0.0,0.0,0.38124,0.09192,0,0.00099,6e-05,0.0,0.0,0.0,0,0.00745,0.00038,0.0,0.39244,0.12487,0.0,0.92859,0.56767,0.20675647047006457,2e-05,0.0,0.0
Kennen,item_ap,0.1758,0.02978,0.0,0.19336,0.04959,0.0,0.00156,0.00013,0,0.42512,0.14838,0.0,0.31294,0.06553,0,0.11231,0.0208,0.0,0.00042,2e-05,0.0,0.00178,8e-05,0.0,1.05507,0.68569,0.3163104754554276
Khazix,item_ad,0.15518,0.03495,0.0,1e-05,0.0,0.0,0.34756,0.07849,0,0.0,0.0,0.0,0.0,0.0,0,0.04578,0.00196,0.0,1.09097,0.71656,0.34215400245705774,0.46117,0.16804,0.0,0.0,0.0,0.0
Kindred,item_ad,0.4713,0.18094,0.0,6e-05,0.0,0.0,0.4395,0.1174,0,0.00207,0.00013,0.0,0.00025,1e-05,0,0.03756,0.00144,0.0,0.5367,0.21368,0.0,0.89683,0.48639,0.07595148228703352,0.0,0.0,0.0
Kled,item_bruiser,0.8527,0.48469,0.11667131974490857,0.0,0.0,0.0,0.22408,0.03642,0,0.00088,6e-05,0.0,0.0,0.0,0,0.07471,0.00763,0.0,0.21914,0.05937,0.0,0.7722,0.41183,0.05146142656127073,0.0,0.0,0.0
Kled,item_tank,0.91142,0.52026,0.1291010275841668,0.0,0.0,0.0,0.33842,0.07407,0,0.00367,0.00064,0.0,0.0,0.0,0,0.27159,0.06728,0.0,0.21317,0.05264,0.0,0.64493,0.2851,0.0,0.0,0.0,0.0
KogMaw,item_ad,0.74015,0.32987,0.0,0.00018,1e-05,0.0,0.30282,0.06251,0,0.30029,0.07266,0.0,0.04233,0.00253,0,0.08618,0.00765,0.0,0.01449,0.00139,0.0,0.96216,0.52227,0.08238343152388289,0.02052,0.00111,0.0
KogMaw,item_ap,0.13864,0.02103,0.0,0.03193,0.00226,0.0,0.00055,3e-05,0,1.0352,0.61766,0.20012462446126916,0.26499,0.04896,0,0.02878,0.00169,0.0,8e-05,0.0,0.0,0.11315,0.01182,0.0,0.68177,0.29653,0.0
Leblanc,item_ap,0.19674,0.03642,0.0,0.22336,0.0672,0.0,0.03068,0.00111,0,0.39538,0.12796,0.0,0.31553,0.06659,0,0.08414,0.01094,0.0,0.00098,4e-05,0.0,0.02695,0.00075,0.0,1.06268,0.68899,0.31531204708297095
LeeSin,item_ad,0.51349,0.20027,0.0,0.0,0.0,0.0,0.37466,0.08915,0,2e-05,0.0,0.0,0.0,0.0,0,0.07398,0.00612,0.0,0.85982,0.44369,0.02756832791734637,0.60399,0.26076,0.0,2e-05,0.0,0.0
LeeSin,item_bruiser,0.70809,0.36357,0.019053725434311386,0.01548,0.0005,0.0,0.39155,0.09634,0,0.00262,0.00015,0.0,0.00015,1e-05,0,0.07085,0.00632,0.0,0.35908,0.11003,0.0,0.79097,0.42309,0.0551996607580737,1e-05,0.0,0.0
Leona,item_tank,0.2728,0.07192,0.0,0.07514,0.01195,0.0,0.08798,0.00973,0,0.38022,0.12445,0.0,0.29934,0.06321,0,1.08602,0.70117,0.3163246296739494,0.00645,0.00034,0.0,0.07538,0.0092,0.0,0.05768,0.00804,0.0
Lillia,item_ap,0.0417,0.00389,0.0,0.00815,0.00034,0.0,0.00908,0.00057,0,1.18276,0.87874,0.574714554494138,0.33815,0.07522,0,0.05064,0.00437,0.0,1e-05,0.0,0.0,0.04314,0.00218,0.0,0.17673,0.0347,0.0
Lissandra,item_ap,0.11592,0.01432,0.0,0.26893,0.07767,0.0,0.03866,0.00157,0,0.52613,0.20054,0.0,0.39738,0.09892,0,0.09185,0.01435,0.0,0.0,0.0,0.0,0.00151,6e-05,0.0,0.98741,0.59257,0.19773117804656293
Lucian,item_ad,0.2343,0.05803,0.0,1e-05,0.0,0.0,0.36165,0.08407,0,0.00154,4e-05,0.0,0.0,0.0,0,0.0071,0.00028,0.0,1.03573,0.6253,0.2148741502093418,0.58224,0.23228,0.0,0.00014,1e-05,0.0
Lulu,item_ap,0.0192,0.00471,0.0,0.95673,0.54611,0.13549976758414783,0.00221,0.00026,0,0.18676,0.0378,0.0,0.36085,0.08361,0,0.38349,0.13582,0.0,0.00489,0.00048,0.0,0.00013,2e-05,0.0,0.4803,0.19119,0.0
Lulu,item_support,0.10058,0.01344,0.0,1.0995,0.68128,0.2630551371371994,0.00948,0.00047,0,0.26692,0.06321,0.0,0.40681,0.10314,0,0.34542,0.1126,0.0,0.01624,0.00201,0.0,0.00989,0.00088,0.0,0.12644,0.02297,0.0
Lux,item_ap,0.09723,0.0114,0.0,0.49768,0.19987,0.0,0.00813,0.00028,0,0.29693,0.07987,0.0,0.34451,0.07749,0,0.06813,0.00877,0.0,0.0,0.0,0.0,4e-05,0.0,0.0,0.99623,0.62232,0.24841219944221304
Malphite,item_ap,0.3778,0.11363,0.0,0.14153,0.03507,0.0,0.07608,0.00635,0,0.46406,0.17219,0.0,0.34505,0.07858,0,0.31058,0.09613,0.0,0.0028,0.0001,0.0,0.0169,0.00095,0.0,0.90622,0.497,0.08777880462231158
Malphite,item_tank,0.48962,0.1809,0.0,0.11578,0.02496,0.0,0.15176,0.02117,0,0.48675,0.17727,0.0,0.29614,0.06217,0,0.86187,0.44557,0.029275345371248263,0.02416,0.00135,0.0,0.09417,0.01378,0.0,0.27568,0.07283,0.0
Malzahar,item_ap,0.10128,0.01168,0.0,0.26921,0.08355,0.0,0.00047,3e-05,0,0.24317,0.05518,0.0,0.35058,0.07968,0,0.06533,0.00584,0.0,3e-05,0.0,0.0,0.00146,7e-05,0.0,1.11453,0.76397,0.4134064478278929
Maokai,item_ap,0.18455,0.03428,0.0,0.62238,0.25932,0.0,0.04081,0.0018,0,0.83205,0.4159,0.0,0.37442,0.08939,0,0.1035,0.01765,0.0,0.0,0.0,0.0,0.00014,1e-05,0.0,0.47842,0.18165,0.0
Maokai,item_tank,0.18799,0.04766,0.0,0.36797,0.11086,0.0,0.06944,0.00466,0,1.07227,0.68379,0.2953195960619513,0.36363,0.08511,0,0.2328,0.05665,0.0,0.0,0.0,0.0,0.0155,0.00072,0.0,0.07929,0.01055,0.0
MasterYi,item_ad,0.02379,0.00141,0.0,0.0,0.0,0.0,0.37711,0.09033,0,0.0001,0.0,0.0,0.0,0.0,0,0.03124,0.00098,0.0,0.66906,0.29894,0.0,1.01542,0.60833,0.20124403583939698,0.0,0.0,0.0
MissFortune,item_ad,0.34735,0.09457,0.0,0.0,0.0,0.0,0.34772,0.07856,0,0.0081,0.00023,0.0,0.02942,0.00082,0,0.01962,0.00105,0.0,1.02068,0.60493,0.1891839830815214,0.55784,0.21984,0.0,4e-05,0.0,0.0
MissFortune,item_ap,1.13671,0.76202,0.38732711086069865,0.05059,0.00478,0.0,0.23068,0.03931,0,0.30989,0.08363,0.0,0.19673,0.02988,0,0.11685,0.01918,0.0,0.05569,0.00488,0.0,0.10319,0.0153,0.0,0.19495,0.04101,0.0
MonkeyKing,item_ad,0.40447,0.14986,0.0,9e-05,1e-05,0.0,0.30541,0.0625,0,0.00324,0.00034,0.0,0.0,0.0,0,0.093,0.01457,0.0,0.90891,0.50136,0.09380042826300505,0.61687,0.27135,0.0,0.00012,1e-05,0.0
MonkeyKing,item_bruiser,0.61104,0.30669,0.002338955277789767,0.00017,1e-05,0.0,0.3581,0.08262,0,0.00478,0.00036,0.0,0.00032,1e-05,0,0.06895,0.00789,0.0,0.41033,0.14589,0.0,0.81583,0.45652,0.0972091532339524,0.00014,1e-05,0.0
Mordekaiser,item_ap,0.30873,0.09774,0.0,0.1023,0.01493,0.0,0.04334,0.00356,0,1.0807,0.69785,0.31500289041321555,0.347,0.07969,0,0.07756,0.01213,0.0,0.00894,0.00041,0.0,0.06624,0.00801,0.0,0.3012,0.08569,0.0
Mordekaiser,item_tank,0.40808,0.14553,0.0,0.17475,0.03309,0.0,0.0449,0.00706,0,1.00421,0.59082,0.17743252456489494,0.46691,0.13368,0,0.14441,0.02645,0.0,0.00023,2e-05,0.0,0.09915,0.01129,0.0,0.20818,0.05206,0.0
Morgana,item_ap,0.10923,0.01554,0.0,0.61218,0.25677,0.0,0.01717,0.00041,0,0.62111,0.26015,0.0,0.33724,0.07463,0,0.1236,0.02468,0.0,1e-05,0.0,0.0,8e-05,0.0,0.0,0.73485,0.36781,0.0007709693648043081
Nami,item_ap,0.14088,0.02093,0.0,1.14552,0.72219,0.298870408568617,0.07263,0.00465,0,0.42609,0.13091,0.0,0.37282,0.08837,0,0.13224,0.01874,0.0,0.0,0.0,0.0,0.00033,3e-05,0.0,0.09105,0.01418,0.0
Nami,item_support,0.14585,0.02058,0.0,1.17138,0.76371,0.3560510268416233,0.00027,2e-05,0,0.39654,0.10957,0.0,0.39275,0.09681,0,0.06702,0.00585,0.0,0.00013,1e-05,0.0,0.00145,0.00012,0.0,0.05128,0.00332,0.0
Nasus,item_ap,0.51145,0.1835,0.0,0.37843,0.13637,0.0,0.01776,0.00163,0,0.48856,0.18333,0.0,0.32586,0.071,0,0.10345,0.01728,0.0,8e-05,1e-05,0.0,0.07624,0.00633,0.0,0.79388,0.40055,0.0072178200274242155
Nasus,item_bruiser,0.86548,0.49347,0.12145414678346894,0.00016,1e-05,0.0,0.32256,0.0686,0,0.05513,0.0087,0.0,0.00029,3e-05,0,0.19124,0.035,0.0,0.06229,0.01122,0.0,0.73706,0.3817,0.026346871101897817,0.01376,0.00127,0.0
Nasus,item_tank,0.93842,0.55574,0.17306184090235033,0.03718,0.00309,0.0,0.36962,0.08778,0,0.19445,0.0384,0.0,0.11316,0.0113,0,0.11748,0.01764,0.0,0.06667,0.00821,0.0,0.60332,0.27347,0.0,0.04128,0.00437,0.0
Nautilus,item_tank,0.31318,0.08725,0.0,0.14764,0.02934,0.0,0.0891,0.00856,0,0.4255,0.15168,0.0,0.34265,0.07805,0,1.02686,0.62697,0.22708132674856468,0.00668,0.00025,0.0,0.04473,0.00327,0.0,0.07906,0.01463,0.0
Neeko,item_ap,0.10851,0.01319,0.0,0.19554,0.05196,0.0,0.00067,5e-05,0,0.4097,0.13481,0.0,0.34628,0.07802,0,0.10631,0.02031,0.0,0.00041,1e-05,0.0,0.00044,3e-05,0.0,1.07208,0.7016,0.3311197395985311
Nidalee,item_ap,0.19949,0.04101,0.0,0.8721,0.45353,0.03495157284242095,0.00156,5e-05,0,0.61824,0.25882,0.0,0.33281,0.07288,0,0.05034,0.00284,0.0,0.00773,0.00019,0.0,0.00049,2e-05,0.0,0.46611,0.17066,0.0
Nocturne,item_ad,0.75258,0.39627,0.03995405477233077,0.0,0.0,0.0,0.34812,0.07857,0,0.0,0.0,0.0,0.0,0.0,0,0.00465,0.00037,0.0,0.87844,0.50774,0.13704971963628165,0.12258,0.01705,0.0,0.0,0.0,0.0
Nocturne,item_bruiser,1.04564,0.70067,0.3557079273565406,0.0,0.0,0.0,0.30833,0.06329,0,3e-05,0.0,0.0,0.0,0.0,0,0.00201,0.00021,0.0,0.49008,0.19731,0.0,0.15611,0.03851,0.0,0.0,0.0,0.0
Nunu,item_ap,0.15185,0.03311,0.0,0.56896,0.22488,0.0,0.01443,0.00075,0,1.00968,0.59692,0.1841497108572464,0.32,0.06841,0,0.09936,0.01508,0.0,0.00035,2e-05,0.0,0.002,0.00018,0.0,0.24425,0.06067,0.0
Nunu,item_tank,0.28087,0.10587,0.0,0.4261,0.14199,0.0,0.00907,0.00126,0,0.99041,0.60829,0.22618244418873412,0.37946,0.09196,0,0.17694,0.03369,0.0,1e-05,0.0,0.0,0.0552,0.00442,0.0,0.08461,0.01251,0.0
Olaf,item_bruiser,0.03222,0.00535,0.0,0.0,0.0,0.0,0.2174,0.03448,0,0.00036,2e-05,0.0,0.0,0.0,0,0.00054,4e-05,0.0,0.24755,0.0673,0.0,1.1426,0.89281,0.6430178823168378,0.0,0.0,0.0
Olaf,item_tank,0.08833,0.01994,0.0,0.0,0.0,0.0,0.2833,0.05405,0,0.00029,6e-05,0.0,0.0,0.0,0,0.00304,0.00054,0.0,0.33662,0.09675,0.0,1.14857,0.82865,0.5087415241549581,0.0,0.0,0.0
Orianna,item_ap,0.16507,0.02592,0.0,0.51134,0.20899,0.0,0.04683,0.00264,0,0.23094,0.0558,0.0,0.3517,0.0806,0,0.07798,0.01245,0.0,3e-05,0.0,0.0,0.00124,7e-05,0.0,0.99497,0.61353,0.23208293740050928
Ornn,item_tank,0.53842,0.21872,0.0,0.01595,0.00166,0.0,0.2387,0.04749,0,0.28307,0.08044,0.0,0.24019,0.04794,0,0.99638,0.58291,0.16944349781919926,0.01386,0.00096,0.0,0.10794,0.01785,0.0,0.02218,0.00202,0.0
Pantheon,item_ad,0.20624,0.05454,0.0,0.00034,1e-05,0.0,0.33059,0.07196,0,2e-05,0.0,0.0,0.0,0.0,0,0.02033,0.00123,0.0,1.07159,0.68288,0.2941703822466442,0.50839,0.18937,0.0,0.00018,1e-05,0.0
Pantheon,item_bruiser,0.41528,0.16852,0.0,0.0,0.0,0.0,0.3234,0.06923,0,9e-05,1e-05,0.0,0.0,0.0,0,0.04196,0.00275,0.0,0.751,0.35685,0.0,0.79171,0.40265,0.013579206485112183,0.0,0.0,0.0
Poppy,item_tank,0.77851,0.41136,0.044207124957076904,0.00065,4e-05,0.0,0.29225,0.05992,0,0.0767,0.00832,0.0,0.07188,0.00675,0,0.57514,0.23241,0.0,0.26949,0.07316,0.0,0.51764,0.20803,0.0,0.00027,3e-05,0.0
Pyke,item_ad,0.05016,0.00799,0.0,0.00011,0.0,0.0,0.33664,0.0743,0,0.00417,0.0002,0.0,0.0,0.0,0,0.05485,0.00319,0.0,0.81441,0.41065,0.006886955037384457,0.91984,0.50366,0.08747836852899687,0.00037,1e-05,0.0
Qiyana,item_ad,0.17027,0.03707,0.0,0.0,0.0,0.0,0.31631,0.06667,0,0.0,0.0,0.0,0.0,0.0,0,0.04196,0.00164,0.0,1.13839,0.79295,0.4475128948994989,0.34361,0.10167,0.0,0.0,0.0,0.0
Quinn,item_ad,0.14858,0.03891,0.0,0.00012,0.0,0.0,0.34655,0.07809,0,1e-05,0.0,0.0,0.0,0.0,0,0.01611,0.00059,0.0,1.09363,0.71954,0.34546328777792445,0.47049,0.16284,0.0,0.00049,2e-05,0.0
Rakan,item_ap,0.22624,0.04938,0.0,0.63362,0.2576,0.0,0.00095,0.0002,0,0.7359,0.32461,0.0,0.44148,0.11745,0,0.42302,0.1477,0.0,3e-05,0.0,0.0,0.0062,0.00087,0.0,0.3252,0.10219,0.0
Rakan,item_support,0.0736,0.02258,0.0,0.71571,0.31347,0.0,0.00085,0.00015,0,0.63977,0.27068,0.0,0.32897,0.07128,0,0.6742,0.30023,0.0,0.00586,0.00074,0.0,0.01596,0.00291,0.0,0.08528,0.01796,0.0
Rakan,item_tank,0.1413,0.03336,0.0,0.51099,0.18776,0.0,0.02976,0.00285,0,0.57354,0.2291,0.0,0.34598,0.0792,0,0.84598,0.4455,0.04501022348025402,0.02302,0.002,0.0,0.02011,0.00371,0.0,0.09315,0.01654,0.0
Rammus,item_tank,0.25049,0.06274,0.0,0.15586,0.03414,0.0,0.07602,0.00756,0,0.5201,0.20101,0.0,0.36142,0.08589,0,0.97309,0.56651,0.15993861217371086,0.00141,8e-05,0.0,0.04139,0.00549,0.0,0.16351,0.03656,0.0
RekSai,item_ad,0.03527,0.00694,0.0,0.0,0.0,0.0,0.42372,0.10909,0,0.0,0.0,0.0,0.0,0.0,0,0.0002,2e-05,0.0,0.86744,0.4353,0.0031526794944471415,0.8878,0.44865,0.009509781058648248,0.0,0.0,0.0
RekSai,item_bruiser,0.09441,0.02151,0.0,0.0,0.0,0.0,0.46362,0.12727,0,1e-05,0.0,0.0,0.0,0.0,0,0.12532,0.01489,0.0,0.47368,0.17137,0.0,1.08408,0.66495,0.24581666581467299,1e-05,0.0,0.0
Rell,item_tank,0.20178,0.05149,0.0,0.23279,0.05942,0.0,0.02342,0.00338,0,0.62154,0.26744,0.0,0.48935,0.14303,0,0.84106,0.43172,0.022388136683726523,0.00099,6e-05,0.0,0.05143,0.00567,0.0,0.16114,0.03779,0.0
Renekton,item_bruiser,0.55384,0.26968,0.0,1e-05,0.0,0.0,0.316,0.06654,0,0.00458,0.00036,0.0,1e-05,0.0,0,0.02265,0.0022,0.0,0.29704,0.08349,0.0,0.93027,0.57775,0.22522403552731718,0.0,0.0,0.0
Renekton,item_tank,0.66867,0.33171,0.0,3e-05,0.0,0.0,0.27532,0.05195,0,0.03016,0.00349,0.0,0.0,0.0,0,0.21715,0.03993,0.0,0.38142,0.12468,0.0,0.82761,0.44819,0.06877900636915896,0.00036,4e-05,0.0
Rengar,item_ad,0.24141,0.06865,0.0,0.0003,2e-05,0.0,0.34772,0.07843,0,1e-05,0.0,0.0,0.0,0.0,0,0.02938,0.0016,0.0,0.98804,0.58269,0.17734241990596505,0.61181,0.26851,0.0,0.00178,0.0001,0.0
Rengar,item_bruiser,0.57095,0.26729,0.0,0.0,0.0,0.0,0.33132,0.07196,0,0.00167,0.00015,0.0,0.00226,0.00021,0,0.00047,5e-05,0.0,0.48703,0.18025,0.0,0.84214,0.48009,0.11805088435831285,0.0,0.0,0.0
Riven,item_bruiser,0.33545,0.13307,0.0,2e-05,0.0,0.0,0.31213,0.06516,0,0.00046,3e-05,0.0,0.0,0.0,0,0.08242,0.00718,0.0,0.7888,0.40055,0.012308264040801487,0.77709,0.394,0.010900413965629963,0.00022,1e-05,0.0
Rumble,item_ap,0.11534,0.01705,0.0,0.25173,0.07048,0.0,0.00032,2e-05,0,0.58292,0.23211,0.0,0.36743,0.08635,0,0.06722,0.00738,0.0,0.0,0.0,0.0,7e-05,1e-05,0.0,0.98834,0.58659,0.1848362263156359
Ryze,item_ap,0.19621,0.04104,0.0,0.44036,0.18059,0.0,0.03381,0.00163,0,0.33128,0.09656,0.0,0.35093,0.08024,0,0.07231,0.00874,0.0,0.02723,0.00083,0.0,0.01843,0.00074,0.0,0.96148,0.58964,0.21780670947135639
Samira,item_ad,0.36791,0.12563,0.0,0.00058,2e-05,0.0,0.35161,0.08007,0,2e-05,0.0,0.0,0.00033,1e-05,0,0.00765,0.00038,0.0,0.95707,0.54424,0.13141232142501447,0.58823,0.24964,0.0,2e-05,0.0,0.0
